word,phonetics_us
windpipe,/ˈwɪndˌpaɪp/
murderous,/ˈmɝdərəs/
dispersion,/dɪˈspɝʒən/
clot,/klɑt/
someday,/ˈsʌmˌdeɪ/
stump,/stʌmp/
course,/kɔrs/
tilt,/tɪlt/
democratic,/ˌdɛməˈkrætɪk/
halo,/ˈheɪloʊ/
dwindling,/ˈdwɪndəlɪŋ/
sink,/sɪŋk/
loudspeaker,/ˈlaʊdˌspikɚ/
preferably,/ˈprɛfərəbli/
seclusion,/sɪˈkluʒən/
inexplicable,/ɪnˈɛksplɪkəbəl/
monopoly,/məˈnɑpəli/
corny,/ˈkɔrni/
vector,/ˈvɛktɚ/
worried,/ˈwɜrid/
pretender,/prɪˈtɛndər/
outlook,/ˈaʊtˌlʊk/
reaction,/riˈækʃən/
apricot,/ˈæprɪˌkɑt/
committee,/kəˈmɪti/
harden,/ˈhɑrdən/
deprivation,/ˌdɛprəˈveɪʃən/
worth,/wɝθ/
occupied,/ˈɒkjʊpaɪd/
outsourcing,/ˌaʊtˈsɔrsɪŋ/
intellectual,/ˌɪntəlˈɛktʃuəl/
nonsense,/ˈnɑnsɛns/
rabbit,/ˈræbɪt/
substrate,/ˈsʌbstreɪt/
gone,/gɔn/
lunacy,/ˈlunəsi/
overcast,/adj. ˈoʊvɚˈkæst/
newsletter,/ˈnuzˌlɛtɚ/
distinctive,/dɪˈstɪŋktɪv/
gape,/geɪp/
nutritious,/nuˈtrɪʃəs/
incline,/v. ɪnˈklaɪn; n. ˈɪnklaɪn/
miser,/ˈmaɪzɚ/
grateful,/ˈgreɪtfəl/
attachment,/əˈtætʃmənt/
plausible,/ˈplɔzəbəl/
disloyal,/dɪsˈlɔɪəl/
stoop,/stup/
pudding,/ˈpʊdɪŋ/
airfare,/ˈɛərfɛər/
discourse,/n. ˈdɪskɔrs v. dɪsˈkɔrs/
MBA,/ˌɛmbiːˈeɪ/
grizzly,/ˈgrɪzli/
southern,/ˈsʌðɚn/
stiffen,/ˈstɪfən/
jumpy,/ˈdʒʌmpi/
valve,/vælv/
feint,/feɪnt/
luggage,/ˈlʌgɪdʒ/
postponement,/pəʊstˈpəʊnmənt/
decide,/dɪˈsaɪd/
plaster,/ˈplæstɚ/
ringleader,/ˈrɪŋˌlidɚ/
item,/n. ˈaɪtəm; adv. ˈaɪtɛm/
perky,/ˈpɝki/
subscribe,/səbˈskraɪb/
hinged,/hɪndʒd/
misrepresentation,/ˌmɪsrɛprɪzənˈteɪʃən/
classified,/ˈklæsəfaɪd/
extraterrestrial,/ˌɛkstrətəˈrɛstriəl/
void,/vɔɪd/
fertility,/fɚˈtɪlɪti/
orderly,/ˈɔrdɚli/
earthworm,/ˈɝθˌwɝm/
trigger,/ˈtrɪgɚ/
interviewer,/ˈɪntərvjuːər/
company,/ˈkʌmpəni/
shifting,/ˈʃɪftɪŋ/
tang,/tæŋ/
cocoon,/kəˈkun/
envy,/ˈɛnvi/
extent,/ɪkˈstɛnt/
scheme,/skim/
enrichment,/ɪnˈrɪtʃmənt/
remit,/rɪˈmɪt/
garish,/ˈgɛrɪʃ/
hammer,/ˈhæmɚ/
Luke,/luːk/
Rome,/ˈrəʊm/
owing,/ˈoʊɪŋ/
crumble,/ˈkrʌmbəl/
beacon,/ˈbikən/
documentary,/ˌdɑkjəˈmɛntəri/
maudlin,/ˈmɔdlɪn/
haughty,/ˈhɔti/
walrus,/ˈwɔlrəs/
peso,/ˈpeɪsoʊ/
click,/klɪk/
fuzzy,/ˈfʌzi/
occupational,/ˌɑkjəˈpeɪʃənəl/
firm,/fɝm/
valid,/ˈvælɪd/
scouting,/ˈskaʊtɪŋ/
domestic,/dəˈmɛstɪk/
mutiny,/ˈmjutəni/
deepen,/ˈdipən/
couch,/kaʊtʃ/
alarm,/əˈlɑrm/
goodness,/ˈgʊdnɪs/
gravestone,/ˈgreɪvˌstoʊn/
hellish,/ˈhɛlɪʃ/
pulley,/ˈpʊli/
puzzling,/ˈpʌzəlɪŋ/
bent,/bɛnt/
blessed,/ˈblɛsɪd; esp. for 2 blɛst/
tulip,/ˈtulɪp/
depressed,/dɪˈprɛst/
startling,/ˈstɑrtlɪŋ/
unabated,/ˌʌnəˈbeɪtɪd/
heir,/ɛr/
sulky,/ˈsʌlki/
ownership,/ˈəʊnərʃɪp/
maximum,/ˈmæksəməm/
unlimited,/ʌnˈlɪmɪtɪd/
controversial,/ˌkɑntrəˈvɝʃəl/
variability,/ˌvɛriəˈbɪlɪti/
dolly,/ˈdɑli/
just,/dʒʌst/
sternly,/ˈstɜːrnli/
frame,/freɪm/
duplication,/ˌduplɪˈkeɪʃən/
annoying,/əˈnɔɪɪŋ/
insatiable,/ɪnˈseɪʃəbəl/
confirmation,/ˌkɑnfɚˈmeɪʃən/
bushel,/ˈbʊʃəl/
police,/pəˈlis/
before,/bɪˈfɔr/
granular,/ˈgrænjəlɚ/
freshman,/ˈfrɛʃmən/
wave,/weɪv/
quiet,/ˈkwaɪɪt/
soaring,/ˈsɔːrɪŋ/
hostile,/ˈhɑstəl/
treason,/ˈtrizən/
matrix,/ˈmeɪtrɪks/
rating,/ˈreɪtɪŋ/
cream,/krim/
George,/dʒɔːdʒ/
wood,/wʊd/
rapidity,/rəˈpɪdɪti/
strut,/strʌt/
discomfort,/dɪsˈkʌmfɚt/
head,/hɛd/
classroom,/ˈklæsˌrum/
agreed,/əˈgriːd/
prejudice,/ˈprɛdʒədɪs/
carefully,/ˈkɛərfʊli/
whirlwind,/ˈhwɝlˌwɪnd/
seaport,/ˈsiˌpɔrt/
essay,/n. ˈɛseɪ or/
dentist,/ˈdɛntɪst/
briefing,/ˈbrifɪŋ/
mallet,/ˈmælɪt/
listen,/ˈlɪsən/
staple,/ˈsteɪpəl/
extensive,/ɪkˈstɛnsɪv/
basic,/ˈbeɪsɪk/
coverage,/ˈkʌvərɪdʒ/
tutoring,/ˈtjuːtərɪŋ/
wig,/wɪg/
yard,/jɑrd/
red,/rɛd/
ace,/eɪs/
unattainable,/ˌʌnəˈteɪnəbəl/
transplant,/v. trænsˈplænt n. ˈtrænsˌplænt/
upbeat,/ˈʌpˌbit/
scroll,/skroʊl/
contrasting,/kənˈtræstɪŋ/
objective,/əbˈdʒɛktɪv/
tone,/toʊn/
interrelated,/ˌɪntərrɪˈleɪtɪd/
sighting,/ˈsaɪtɪŋ/
avatar,/ˈævəˌtɑr/
Buddhist,/ˈbʊdɪst/
cloak,/kloʊk/
curiously,/ˈkjʊəriəsli/
roach,/roʊtʃ/
gambling,/ˈgæmblɪŋ/
outrageous,/aʊtˈreɪdʒəs/
unreasonable,/ʌnˈrizənəbəl/
truthfully,/ˈtruːθfʊli/
overhanging,/ˌəʊvəˈhæŋɪŋ/
salary,/ˈsæləri/
eerie,/ˈɪri/
servicing,/ˈsɜːvɪsɪŋ/
strategy,/ˈstrætɪdʒi/
fiery,/ˈfaɪri/
autism,/ˈɔtɪzəm/
park,/pɑrk/
incurable,/ɪnˈkjʊrəbəl/
mutton,/ˈmʌtən/
slumber,/ˈslʌmbɚ/
tiller,/ˈtɪlɚ/
phenomenal,/fɪˈnɑmənəl/
base,/beɪs/
unstoppable,/ʌnˈstɒpəbəl/
bathtub,/ˈbæθˌtʌb/
cuckoo,/ˈkuku/
avian,/ˈeɪviən/
fallacy,/ˈfæləsi/
expanding,/ɪksˈpændɪŋ/
wanderer,/ˈwɒndərər/
proposal,/prəˈpoʊzəl/
sleeping,/ˈsliːpɪŋ/
carton,/ˈkɑrtən/
apostrophe,/əˈpɑstrəfi/
nest,/nɛst/
incidentally,/ˌɪnsɪˈdɛntəli -ˈdɛntli/
ski,/ski/
unfulfilled,/ˌʌnfʊlˈfɪld/
rap,/ræp/
projector,/prəˈdʒɛktɚ/
gesture,/ˈdʒɛstʃɚ/
aggressive,/əˈgrɛsɪv/
binder,/ˈbaɪndɚ/
clerk,/klɝk/
walker,/ˈwɔkɚ/
ta,/ˌtiːˈeɪ/
foothold,/ˈfʊtˌhoʊld/
cloud,/klaʊd/
statutory,/ˈstætʃʊˌtɔri/
laden,/ˈleɪdən/
variation,/ˌvɛriˈeɪʃən/
buckskin,/ˈbʌkˌskɪn/
immeasurable,/ɪˈmɛʒərəbəl/
staff,/stæf/
banishment,/ˈbænɪʃmənt/
din,/dɪn/
dangerous,/ˈdeɪndʒərəs/
attest,/əˈtɛst/
disruptive,/dɪsˈrʌptɪv/
quilted,/ˈkwɪltɪd/
airing,/ˈɛərɪŋ/
vine,/vaɪn/
touched,/tʌtʃt/
Lebanon,/ˈlɛbənən/
relocate,/riˈloʊkeɪt/
miserably,/ˈmɪzərəbli/
fort,/fɔrt/
mountaineer,/ˌmaʊntənˈɪr/
explode,/ɪkˈsploʊd/
glove,/glʌv/
privately,/ˈpraɪvətli/
crescendo,/krɪˈʃɛndoʊ/
subjective,/səbˈdʒɛktɪv/
selflessness,/ˈsɛlfləsnɪs/
headset,/ˈhɛdˌsɛt/
respect,/rɪˈspɛkt/
cowardly,/ˈkaʊɚdli/
embittered,/ɪmˈbɪtərd/
stubborn,/ˈstʌbɚn/
opulent,/ˈɑpjələnt/
recourse,/ˈrikɔrs/
income,/ˈɪnkʌm/
deforestation,/diˌfɔrɪˈsteɪʃən/
graphic,/ˈgræfɪk/
fairly,/ˈfɛrli/
quartet,/kwɔrˈtɛt/
idly,/ˈɪdli/
mouthpiece,/ˈmaʊθˌpis/
guard,/gɑrd/
vanish,/ˈvænɪʃ/
hastily,/ˈheɪstəli/
DVD,/ˌdiːviːˈdiː/
justice,/ˈdʒʌstɪs/
tuxedo,/tʌkˈsidoʊ/
bloated,/ˈbloʊtɪd/
canister,/ˈkænəstɚ/
eternity,/ɪˈtɝnɪti/
computing,/kəmˈpjuːtɪŋ/
shine,/ʃaɪn/
sham,/ʃæm/
lesson,/ˈlɛsən/
courteous,/ˈkɝtiəs/
cunt,/ˈkʌnt/
politically,/pəˈlɪtɪkəli/
hitter,/ˈhɪtər/
dimmer,/ˈdɪmɚ/
breakdown,/ˈbreɪkˌdaʊn/
syrup,/ˈsɪrəp/
illness,/ˈɪlnɪs/
sponsorship,/ˈspɒnsərʃɪp/
scrutiny,/ˈskrutəni/
savvy,/ˈsævi/
hedgehog,/ˈhɛdʒˌhɑg/
compilation,/ˌkɑmpəˈleɪʃən/
ideal,/aɪˈdiəl/
educated,/ˈɛdʒʊkeɪtɪd/
dandelion,/ˈdændəlˌaɪən/
decency,/ˈdisənsi/
adviser,/ædˈvaɪzɚ/
ballet,/bæˈleɪ/
metropolitan,/ˌmɛtrəˈpɑlɪtən/
interference,/ˌɪntɚˈfɪrəns/
decade,/ˈdɛkeɪd/
psychologist,/saɪˈkɒlədʒɪst/
steamship,/ˈstimˌʃɪp/
declining,/dɪˈklaɪnɪŋ/
trillion,/ˈtrɪljən/
mall,/mɔl/
utilitarian,/juˌtɪlɪˈtɛriən/
bum,/bʌm/
rounded,/ˈraʊndɪd/
substitution,/ˌsʌbstɪˈtjuːʃən/
prosecution,/ˌprɑsɪˈkjuʃən/
jittery,/ˈdʒɪtəri/
tactful,/ˈtæktfʊl/
furnishings,/ˈfɝnɪʃɪŋz/
ecstatic,/ɛkˈstætɪk/
slope,/sloʊp/
taken,/ˈteɪkən/
symposium,/sɪmˈpoʊziəm/
applaud,/əˈplɔd/
abundance,/əˈbʌndəns/
presidential,/ˌprɛzɪˈdɛnʃəl/
pizza,/ˈpitsə/
insider,/ˌɪnˈsaɪdɚ/
checked,/tʃɛkt/
David,/ˈdeɪvɪd/
juicy,/ˈdʒusi/
lumber,/ˈlʌmbɚ/
unwillingly,/ʌnˈwɪlɪŋli/
disastrous,/dɪˈzæstrəs/
jurisdiction,/ˌdʒʊrɪsˈdɪkʃən/
numb,/nʌm/
pore,/pɔr/
tiger,/ˈtaɪgɚ/
terse,/tɝs/
respective,/rɪˈspɛktɪv/
germ,/dʒɝm/
bale,/beɪl/
lass,/læs/
startled,/ˈstɑːtld/
effective,/ɪˈfɛktɪv/
teach,/titʃ/
austere,/ɔˈstɪr/
intensive,/ɪnˈtɛnsɪv/
ascend,/əˈsɛnd/
count,/kaʊnt/
advocacy,/ˈædvəkəsi/
performing,/pərˈfɔːrmɪŋ/
statue,/ˈstætʃu/
richly,/ˈrɪtʃli/
attendance,/əˈtɛndəns/
ewe,/ju/
evolution,/ˌɛvəˈluʃən; esp. Brit. ˌivə-/
nightgown,/ˈnaɪtˌgaʊn/
staid,/steɪd/
rule,/rul/
workout,/ˈwɝkˌaʊt/
avenger,/əˈvendʒər/
spiritual,/ˈspɪrɪtʃuəl/
cadmium,/ˈkædmiəm/
secret,/ˈsikrɪt/
brine,/braɪn/
meandering,/mɪˈændərɪŋ/
contented,/kənˈtɛntɪd/
fraud,/frɔd/
pause,/pɔz/
adulthood,/ˈædʌlthʊd/
dearly,/ˈdɪrli/
voiced,/vɔɪst/
junta,/ˈhʊntə/
probability,/ˌprɑbəˈbɪlɪti/
Wales,/ˈweɪlz/
see,/si/
dosage,/ˈdoʊsədʒ/
golly,/ˈgɑli/
suffice,/səˈfaɪs/
recurrent,/rɪˈkʌrənt/
breakthrough,/ˈbreɪkˌθru/
team,/tim/
headline,/ˈhɛdˌlaɪn/
positive,/ˈpɑzɪtɪv/
disrespect,/ˌdɪsrɪˈspɛkt/
bald,/bɔld/
adrift,/əˈdrɪft/
length,/lɛŋkθ/
scenario,/sɪˈnɛriˌoʊ/
tree,/tri/
unequivocal,/ˌʌnɪˈkwɪvəkəl/
floppy,/ˈflɑpi/
appliance,/əˈplaɪəns/
font,/fɑnt/
gratification,/ˌgrætəfɪˈkeɪʃən/
sheer,/ʃɪr/
judge,/dʒʌdʒ/
boot,/but/
autonomy,/ɔˈtɑnəmi/
tangy,/ˈtæŋi/
stellar,/ˈstɛlɚ/
Ukraine,/juːˈkreɪn/
inspiring,/ɪnspaɪrɪŋ/
accuser,/əˈkjuːzər/
networking,/ˈnɛtˌwɝkɪŋ/
achievement,/əˈtʃivmənt/
prison,/ˈprɪzən/
retaliation,/rɪˌtæliˈeɪʃən/
demented,/dɪˈmɛntɪd/
sting,/stɪŋ/
transmitter,/trænsˈmɪtɚ/
wax,/wæks/
cavalier,/ˌkævəˈlɪr/
runaway,/ˈrʌnəˌweɪ/
receivable,/rɪˈsivəbəl/
indifferent,/ɪnˈdɪfərənt/
physically,/ˈfɪzɪkəli/
frayed,/ˈfreɪd/
rector,/ˈrɛktɚ/
bland,/blænd/
huh,/hʌ/
valet,/væˈleɪ/
enmity,/ˈɛnmɪti/
claw,/klɔ/
tedious,/ˈtidiəs/
spanking,/ˈspæŋkɪŋ/
lost,/lɔst/
steeple,/ˈstipəl/
disquiet,/dɪsˈkwaɪɪt/
fruity,/ˈfruti/
squirrel,/ˈskwɜrəl/
intelligible,/ɪnˈtɛlɪdʒəbəl/
groan,/groʊn/
ethereal,/ɪˈθɪriəl/
nocturnal,/nɑkˈtɝnəl/
digress,/dɪˈgrɛs/
explanation,/ˌɛkspləˈneɪʃən/
acid,/ˈæsɪd/
harshness,/ˈhɑːrʃnɪs/
charger,/ˈtʃɑrdʒɚ/
deviation,/ˌdiviˈeɪʃən/
trolley,/ˈtrɑli/
fabled,/ˈfeɪbəld/
broaden,/ˈbrɔdən/
rover,/ˈrəʊvə/
falling,/ˈfɔːlɪŋ/
disgusted,/dɪsˈgʌstɪd/
key,/ki/
complicity,/kəmˈplɪsɪti/
dismal,/ˈdɪzməl/
mast,/mæst/
festivity,/fɛˈstɪvɪti/
compelling,/kəmˈpɛlɪŋ/
spotless,/ˈspɒtləs/
unlawfully,/ˌʌnˈlɔːfʊli/
overseer,/ˈəʊvərsiːər/
irreverent,/ɪˈrɛvərənt/
neglected,/nɪˈglɛktɪd/
scat,/skæt/
antibiotic,/ˌæntɪbaɪˈɑtɪk/
pine,/paɪn/
chipmunk,/ˈtʃɪpmʌŋk/
shanty,/ˈʃænti/
pace,/peɪs/
inclination,/ˌɪnkləˈneɪʃən/
nuance,/ˈnuɑns/
steely,/ˈstili/
investigate,/ɪnˈvɛstɪˌgeɪt/
blue,/blu/
stupidity,/stuˈpɪdɪti/
hot,/hɑt/
rush,/rʌʃ/
August,/ɔˈgʌst/
dwarf,/dwɔrf/
implied,/ɪmˈplaɪd/
onset,/ˈɑnˌsɛt/
beating,/ˈbitɪŋ/
lowly,/ˈloʊli/
life,/laɪf/
allegiance,/əˈlidʒəns/
flinch,/flɪntʃ/
winning,/ˈwɪnɪŋ/
fancy,/ˈfænsi/
seduction,/sɪˈdʌkʃən/
accolade,/ˈækəˌleɪd/
supper,/ˈsʌpɚ/
mitt,/mɪt/
sword,/sɔrd/
oral,/ˈɔrəl/
stethoscope,/ˈstɛθəˌskoʊp/
versus,/ˈvɝsəs/
nutritional,/njuːˈtrɪʃənəl/
dancer,/ˈdɑːnsər/
announcer,/əˈnaʊnsɚ/
pecuniary,/pɪˈkjuniˌɛri/
belongings,/bɪˈlɒŋɪŋz/
devious,/ˈdiviəs/
restructuring,/ˌriːˈstrʌktʃərɪŋ/
syndicate,/n. ˈsɪndɪkɪt; v. -ˌkeɪt/
anarchy,/ˈænɚki/
niche,/nɪtʃ/
seeing,/ˈsiɪŋ/
descriptive,/dɪˈskrɪptɪv/
flying,/ˈflaɪɪŋ/
reel,/ril/
lawsuit,/ˈlɔˌsut/
engrossed,/ɪnˈgrəʊst/
headway,/ˈhɛdˌweɪ/
everywhere,/ˈɛvriˌhwɛr/
cottage,/ˈkɑtɪdʒ/
perfume,/n. ˈpɝfjum/
distress,/dɪˈstrɛs/
wondrous,/ˈwʌndrəs/
hail,/heɪl/
accession,/ækˈsɛʃən/
background,/ˈbækˌgraʊnd/
preserved,/prɪˈzɜːvd/
tambourine,/ˌtæmbəˈrin/
prayer,/prɛr/
door,/dɔr/
shy,/ʃaɪ/
headache,/ˈhɛdˌeɪk/
hover,/ˈhʌvɚ/
dictator,/ˈdɪkteɪtɚ/
lone,/loʊn/
quietness,/ˈkwaɪətnɪs/
microscope,/ˈmaɪkrəˌskoʊp/
sideboard,/ˈsaɪdˌbɔrd/
today,/təˈdeɪ/
coffee,/ˈkɔfi/
righteous,/ˈraɪtʃəs/
jester,/ˈdʒɛstɚ/
holly,/ˈhɑli/
himself,/hɪmˈsɛlf/
virtual,/ˈvɝtʃuəl/
debt,/dɛt/
interlude,/ˈɪntɚˌlud/
exit,/ˈɛgzɪt/
solar,/ˈsoʊlɚ/
depart,/dɪˈpɑrt/
higher,/ˈhaɪər/
chit,/tʃɪt/
cabbage,/ˈkæbɪdʒ/
knitting,/ˈnɪtɪŋ/
inception,/ɪnˈsɛpʃən/
closet,/ˈklɑzɪt/
presumably,/prɪˈzuməbli/
pulp,/pʌlp/
package,/ˈpækɪdʒ/
Korean,/kəˈriən/
bill,/bɪl/
lonesome,/ˈloʊnsəm/
continual,/kənˈtɪnjuəl/
paid,/peɪd/
broth,/brɔθ/
many,/ˈmɛni/
reset,/v. riˈsɛt; n. ˈriˌsɛt/
wherewithal,/ˈhwɛrwɪðɔl/
speck,/spɛk/
whereas,/hwɛrˈæz/
expedient,/ɪkˈspidiənt/
vision,/ˈvɪʒən/
ponderous,/ˈpɑndərəs/
swagger,/ˈswægɚ/
pert,/pɝt/
electric,/ɪˈlɛktrɪk/
glitter,/ˈglɪtɚ/
rag,/ræg/
unsteady,/ʌnˈstɛdi/
fabric,/ˈfæbrɪk/
option,/ˈɑpʃən/
article,/ˈɑrtɪkəl/
machinery,/məˈʃinəri/
reverse,/rɪˈvɝs/
donor,/ˈdoʊnɚ/
tracker,/ˈtrækəʳ/
clown,/klaʊn/
sentiment,/ˈsɛntəmənt/
deplorable,/dɪˈplɔrəbəl/
decay,/dɪˈkeɪ/
concerned,/kənˈsɝnd/
paddy,/ˈpædi/
jetty,/ˈdʒɛti/
re,/reɪ/
eager,/ˈigɚ/
campus,/ˈkæmpəs/
puppet,/ˈpʌpɪt/
calling,/ˈkɔlɪŋ/
spirituality,/ˌspɪrɪtʃuˈælɪti/
porthole,/ˈpɔrtˌhoʊl/
lustful,/ˈlʌstfʊl/
prefix,/n. ˈprifɪks; v. also priˈfɪks/
aircraft,/ˈɛrˌkræft/
honeycomb,/ˈhʌniˌkoʊm/
circus,/ˈsɝkəs/
rut,/rʌt/
feasibility,/ˌfizəˈbɪlɪti/
noise,/nɔɪz/
encryption,/ɪnˈkrɪpʃən/
icing,/ˈaɪsɪŋ/
dry,/draɪ/
sadly,/ˈsædli/
baroque,/bəˈroʊk/
ebullient,/ɪˈbʌljənt/
elementary,/ˌɛləˈmɛntəri/
phrase,/freɪz/
cache,/kæʃ/
ultimate,/ˈʌltəmɪt/
smell,/smɛl/
accountable,/əˈkaʊntəbəl/
burger,/ˈbɝgɚ/
leftist,/ˈlɛftɪst/
licensee,/ˌlaɪsənˈsi/
sense,/sɛns/
exchequer,/ɛksˈtʃɛkə/
narrowly,/ˈnæroʊli/
plane,/pleɪn/
mounted,/ˈmaʊntɪd/
sapphire,/ˈsæfaɪr/
widower,/ˈwɪdoʊɚ/
phonetic,/fəˈnɛtɪk/
despondent,/dɪˈspɑndənt/
provider,/prəˈvaɪdər/
succulent,/ˈsʌkjələnt/
detriment,/ˈdɛtrəmənt/
clever,/ˈklɛvɚ/
galaxy,/ˈgæləksi/
formative,/ˈfɔrmətɪv/
creeping,/ˈkriːpɪŋ/
maddening,/ˈmædənɪŋ/
string,/strɪŋ/
spirit,/ˈspɪrɪt/
velvety,/ˈvɛlvɪti/
attacker,/əˈtækər/
dunno,/dəˈnəʊ/
spinning,/ˈspɪnɪŋ/
schooner,/ˈskunɚ/
householder,/ˈhaʊshəʊldər/
carelessly,/ˈkɛərləsli/
sour,/saʊr/
choked,/ˈtʃəʊkt/
apple,/ˈæpəl/
undiscovered,/ˈʌndɪsˈkʌvəd/
baby,/ˈbeɪbi/
glaring,/ˈglɛrɪŋ/
intended,/ɪnˈtɛndɪd/
contributor,/kənˈtrɪbjʊtər/
inaccuracy,/ɪnˈækjərəsi/
buzzing,/ˈbʌzɪŋ/
rapier,/ˈreɪpiɚ/
depot,/ˈdipoʊ/
against,/əˈgɛnst/
matching,/ˈmætʃɪŋ/
committal,/kəˈmɪtəl/
quack,/kwæk/
deliverance,/dɪˈlɪvərəns/
spout,/spaʊt/
handmade,/ˈhændˈmeɪd/
breeding,/ˈbridɪŋ/
palsy,/ˈpɔlzi/
discharge,/v. dɪsˈtʃɑrdʒ; n. ˈdɪstʃɑrdʒ/
gale,/geɪl/
precocious,/prɪˈkoʊʃəs/
unfaithful,/ʌnˈfeɪθfəl/
overcrowded,/ˌəʊvərˈkraʊdɪd/
guardian,/ˈgɑrdiən/
madman,/ˈmædˌmæn/
blown,/bloʊn/
tense,/tɛns/
newcomer,/ˈnuˌkʌmɚ/
onshore,/ˌɒnˈʃɔːr/
delinquent,/dɪˈlɪŋkwənt/
seasoning,/ˈsizənɪŋ/
frost,/frɔst/
rueful,/ˈrufəl/
propensity,/prəˈpɛnsɪti/
digression,/dɪˈgrɛʃən/
protrusion,/proʊˈtruʒən/
craftsmanship,/ˈkrɑːftsmənʃɪp/
levy,/ˈlɛvi/
controversy,/ˈkɑntrəˌvɝsi/
party,/ˈpɑrti/
midway,/adv./
invariably,/ɪnˈvɛəriəbli/
cashmere,/ˈkæʒmɪr/
turnip,/ˈtɝnɪp/
rascal,/ˈræskəl/
intuition,/ˌɪntuˈɪʃən/
simply,/ˈsɪmpli/
proverb,/ˈprɑvɚb/
indoor,/ˈɪnˌdɔr/
dumb,/dʌm/
rasp,/ræsp/
unsafe,/ʌnˈseɪf/
trellis,/ˈtrɛlɪs/
continuity,/ˌkɑntənˈuɪti/
topping,/ˈtɑpɪŋ/
telephone,/ˈtɛləˌfoʊn/
shabby,/ˈʃæbi/
oak,/oʊk/
perished,/ˈpɛrɪʃt/
bearer,/ˈbɛrɚ/
establishment,/ɪˈstæblɪʃmənt/
crest,/krɛst/
limber,/ˈlɪmbɚ/
choking,/ˈtʃəʊkɪŋ/
raid,/reɪd/
quibble,/ˈkwɪbəl/
postmark,/ˈpoʊstˌmɑrk/
crisp,/krɪsp/
frustrating,/frʌˈstreɪtɪŋ/
prosperity,/prɑˈspɛrɪti/
scallop,/ˈskɑləp/
pomp,/pɑmp/
poop,/pup/
contemptible,/kənˈtɛmptəbəl/
crystal,/ˈkrɪstəl/
business,/ˈbɪznɪs/
weakness,/ˈwiknɪs/
tinkling,/ˈtɪŋklɪŋ/
jazz,/dʒæz/
modality,/məʊˈdælɪtɪ/
traitor,/ˈtreɪtɚ/
spree,/spri/
reprisal,/rɪˈpraɪzəl/
chemical,/ˈkɛmɪkəl/
amalgamation,/əˌmælgəˈmeɪʃən/
thoughtful,/ˈθɔtfəl/
type,/taɪp/
canary,/kəˈnɛri/
growl,/graʊl/
primer,/ˈprɪmɚ/
prairie,/ˈprɛri/
sensible,/ˈsɛnsəbəl/
disperse,/dɪˈspɝs/
consensus,/kənˈsɛnsəs/
basin,/ˈbeɪsən/
forth,/fɔrθ/
also,/ˈɔlsoʊ/
rationale,/ˌræʃəˈnæl/
unnamed,/ʌnˈneɪmd/
river,/ˈrɪvɚ/
nothing,/ˈnʌθɪŋ/
contagious,/kənˈteɪdʒəs/
version,/ˈvɝʒən/
explosion,/ɪkˈsploʊʒən/
spindle,/ˈspɪndəl/
ode,/oʊd/
divergence,/dɪˈvɝdʒəns/
homeboy,/ˈhoʊmˌbɔɪ/
shotgun,/ˈʃɑtˌgʌn/
leisure,/ˈliʒɚ/
pirouette,/ˌpɪruˈɛt/
archery,/ˈɑrtʃəri/
drunk,/drʌŋk/
subtle,/ˈsʌtəl/
utter,/ˈʌtɚ/
shipwreck,/ˈʃɪpˌrɛk/
integral,/ˈɪntɪgrəl/
plant,/plænt/
repeated,/rɪˈpitɪd/
companionship,/kəmˈpænjənˌʃɪp/
exhilarating,/ɪgˈzɪləreɪtɪŋ/
median,/ˈmidiən/
refund,/v. rɪˈfʌnd/
metric,/ˈmɛtrɪk/
pavilion,/pəˈvɪljən/
exorbitant,/ɪgˈzɔrbɪtənt/
bandwidth,/ˈbændwɪdθ/
echo,/ˈɛkoʊ/
baking,/ˈbeɪkɪŋ/
actuality,/ˌæktʃuˈælɪti/
charming,/ˈtʃɑːrmɪŋ/
relay,/ˈrileɪ; v. also rɪˈleɪ/
thought,/θɔt/
hill,/hɪl/
hazard,/ˈhæzɚd/
agricultural,/ˌægrɪˈkʌltʃərəl/
stimulating,/ˈstɪmjəˌleɪtɪŋ/
rental,/ˈrɛntəl/
caper,/ˈkeɪpɚ/
function,/ˈfʌŋkʃən/
tame,/teɪm/
extra,/ˈɛkstrə/
entrails,/ˈɛntreɪlz/
bogus,/ˈboʊgəs/
roller,/ˈroʊlɚ/
induction,/ɪnˈdʌkʃən/
dominant,/ˈdɑmənənt/
satisfying,/ˈsætɪsˌfaɪɪŋ/
tolerance,/ˈtɑlərəns/
hopeful,/ˈhoʊpfəl/
lukewarm,/ˈlukˈwɔrm/
tinder,/ˈtɪndɚ/
detachable,/dɪˈtætʃəbəl/
memo,/ˈmɛmoʊ/
Czech,/tʃɛk/
heather,/ˈhɛðɚ/
challenging,/ˈtʃælɪndʒɪŋ/
feedback,/ˈfidˌbæk/
interview,/ˈɪntɚˌvju/
bloody,/ˈblʌdi/
filling,/ˈfɪlɪŋ/
deftly,/ˈdɛftli/
grub,/grʌb/
consummation,/ˌkɑnsəˈmeɪʃən/
endless,/ˈɛndlɪs/
truth,/truθ/
wispy,/ˈwɪspi/
stranded,/ˈstrændɪd/
strict,/strɪkt/
aggression,/əˈgrɛʃən/
cocktail,/ˈkɑkˌteɪl/
wart,/wɔrt/
baldness,/ˈbɔːldnɪs/
hey,/heɪ/
