id,word,ipa,audio_path,ipa_clean
7323,hip,/ˈhɪp/,data/raw/phonemeref_data/audio/hip/en043339.mp3,hɪp
7324,hips,/ˈhɪp/,data/raw/phonemeref_data/audio/hips/en043339.mp3,hɪp
7325,hipster,/ˈhɪpstər/,data/raw/phonemeref_data/audio/hipster/en1041928.mp3,hɪpstər
7326,hires,/ˈhaɪər/,data/raw/phonemeref_data/audio/hires/en043348.mp3,haɪər
7327,his,/ˈhɪz/,data/raw/phonemeref_data/audio/his/en043358.mp3,hɪz
7328,Hispanic,/hɪˈspænɪk/,data/raw/phonemeref_data/audio/Hispanic/en043369.mp3,hɪspænɪk
7329,hispanics,/hɪˈspænɪk/,data/raw/phonemeref_data/audio/hispanics/en043369.mp3,hɪspænɪk
7330,hiss,/ˈhɪs/,data/raw/phonemeref_data/audio/hiss/en043371.mp3,hɪs
7331,historian,/hɪˈstɔːriən/,data/raw/phonemeref_data/audio/historian/en043386.mp3,hɪstɔriən
7332,historians,/hɪˈstɔːriən/,data/raw/phonemeref_data/audio/historians/en043386.mp3,hɪstɔriən
7333,historic,/hɪˈstɒrɪk/,data/raw/phonemeref_data/audio/historic/en043395.mp3,hɪstɒrɪk
7334,historical,/hɪˈstɒrɪkəl/,data/raw/phonemeref_data/audio/historical/en043407.mp3,hɪstɒrɪkəl
7335,historically,/hɪˈstɒrɪkəli/,data/raw/phonemeref_data/audio/historically/en1041942.mp3,hɪstɒrɪkəli
7336,history,/ˈhɪstəri/,data/raw/phonemeref_data/audio/history/en043414.mp3,hɪstəri
7337,hither,/ˈhɪðər/,data/raw/phonemeref_data/audio/hither/en1041975.mp3,hɪðər
7338,hitherto,/ˌhɪðərˈtuː/,data/raw/phonemeref_data/audio/hitherto/en043453.mp3,hɪðərtu
7339,hits,/ˈhɪt/,data/raw/phonemeref_data/audio/hits/en043423.mp3,hɪt
7340,hitter,/ˈhɪtər/,data/raw/phonemeref_data/audio/hitter/en1041980.mp3,hɪtər
7341,hitters,/ˈhɪtər/,data/raw/phonemeref_data/audio/hitters/en1041980.mp3,hɪtər
7342,HIV,/ˌeɪtʃaɪˈviː/,data/raw/phonemeref_data/audio/HIV/en1041997.mp3,eɪtʃaɪvi
7343,hive,/ˈhaɪv/,data/raw/phonemeref_data/audio/hive/en043464.mp3,haɪv
7344,ho,/həʊ/,data/raw/phonemeref_data/audio/ho/en1042001.mp3,hoʊ
7345,hoar,/hɔː/,data/raw/phonemeref_data/audio/hoar/en1042010.mp3,hɔ
7346,hoard,/ˈhɔːrd/,data/raw/phonemeref_data/audio/hoard/en043470.mp3,hɔrd
7347,hoarse,/ˈhɔːrs/,data/raw/phonemeref_data/audio/hoarse/en043489.mp3,hɔrs
7348,hoary,/ˈhɔːrɪ/,data/raw/phonemeref_data/audio/hoary/en1042043.mp3,hɔrɪ
7349,hobby,/ˈhɒbi/,data/raw/phonemeref_data/audio/hobby/en043513.mp3,hɒbi
7350,hobo,/ˈhəʊbəʊ/,data/raw/phonemeref_data/audio/hobo/en1042055.mp3,hoʊboʊ
7351,hobos,/ˈhəʊbəʊ/,data/raw/phonemeref_data/audio/hobos/en1042055.mp3,hoʊboʊ
7352,hockey,/ˈhɒki/,data/raw/phonemeref_data/audio/hockey/en043524.mp3,hɒki
7353,hoe,/ˈhəʊ/,data/raw/phonemeref_data/audio/hoe/en043536.mp3,hoʊ
7354,hoes,/ˈhəʊ/,data/raw/phonemeref_data/audio/hoes/en043536.mp3,hoʊ
7355,hog,/ˈhɒg/,data/raw/phonemeref_data/audio/hog/en043547.mp3,hɒg
7356,hogs,/ˈhɒg/,data/raw/phonemeref_data/audio/hogs/en043547.mp3,hɒg
7357,holder,/ˈhəʊldər/,data/raw/phonemeref_data/audio/holder/en043619.mp3,hoʊldər
7358,holders,/ˈhəʊldər/,data/raw/phonemeref_data/audio/holders/en043619.mp3,hoʊldər
7359,holding,/ˈhəʊldɪŋ/,data/raw/phonemeref_data/audio/holding/en043624.mp3,hoʊldɪŋ
7360,holdings,/ˈhəʊldɪŋ/,data/raw/phonemeref_data/audio/holdings/en043624.mp3,hoʊldɪŋ
7361,holds,/ˈhəʊld/,data/raw/phonemeref_data/audio/holds/en043568.mp3,hoʊld
7362,hole,/ˈhəʊl/,data/raw/phonemeref_data/audio/hole/en043633.mp3,hoʊl
7363,holes,/ˈhəʊl/,data/raw/phonemeref_data/audio/holes/en043633.mp3,hoʊl
7364,holiday,/ˈhɒlɪˌdeɪ/,data/raw/phonemeref_data/audio/holiday/en043646.mp3,hɒlɪdeɪ
7365,holidays,/ˈhɒlɪˌdeɪ/,data/raw/phonemeref_data/audio/holidays/en043646.mp3,hɒlɪdeɪ
7366,holiness,/ˈhəʊlinɪs/,data/raw/phonemeref_data/audio/holiness/en1042156.mp3,hoʊlinɪs
7367,holistic,/həʊˈlɪstɪk/,data/raw/phonemeref_data/audio/holistic/en043650.mp3,hoʊlɪstɪk
7368,Holland,/ˈhɒlənd/,data/raw/phonemeref_data/audio/Holland/en1042176.mp3,hɒlənd
7369,hollow,/ˈhɒləʊ/,data/raw/phonemeref_data/audio/hollow/en043664.mp3,hɒloʊ
7370,hollows,/ˈhɒləʊ/,data/raw/phonemeref_data/audio/hollows/en043664.mp3,hɒloʊ
7371,holly,/ˈhɒli/,data/raw/phonemeref_data/audio/holly/en043676.mp3,hɒli
7372,Hollywood,/ˈhɒliwʊd/,data/raw/phonemeref_data/audio/Hollywood/en1042198.mp3,hɒliwʊd
7373,holster,/ˈhəʊlstər/,data/raw/phonemeref_data/audio/holster/en043689.mp3,hoʊlstər
7374,holy,/ˈhəʊli/,data/raw/phonemeref_data/audio/holy/en043692.mp3,hoʊli
7375,homage,/ˈhɒmɪdʒ/,data/raw/phonemeref_data/audio/homage/en043702.mp3,hɒmɪdʒ
7376,home,/ˈhəʊm/,data/raw/phonemeref_data/audio/home/en043714.mp3,hoʊm
7377,homeboy,/ˈhəʊmbɔɪ/,data/raw/phonemeref_data/audio/homeboy/en1042253.mp3,hoʊmbɔɪ
7378,homecoming,/ˈhəʊmkʌmɪŋ/,data/raw/phonemeref_data/audio/homecoming/en1042261.mp3,hoʊmkʌmɪŋ
7379,homeland,/ˈhəʊmlænd/,data/raw/phonemeref_data/audio/homeland/en043726.mp3,hoʊmlænd
7380,homeless,/ˈhəʊmləs/,data/raw/phonemeref_data/audio/homeless/en043736.mp3,hoʊmləs
7381,homely,/ˈhəʊmli/,data/raw/phonemeref_data/audio/homely/en1042270.mp3,hoʊmli
7382,homeowners,/ˈhəʊməʊnər/,data/raw/phonemeref_data/audio/homeowners/en1042298.mp3,hoʊmoʊnər
7383,homer,/ˈhəʊmə/,data/raw/phonemeref_data/audio/homer/en1042306.mp3,hoʊmə
7384,homers,/ˈhəʊmə/,data/raw/phonemeref_data/audio/homers/en1042306.mp3,hoʊmə
7385,homes,/ˈhəʊm/,data/raw/phonemeref_data/audio/homes/en043714.mp3,hoʊm
7386,homesick,/ˈhəʊmsɪk/,data/raw/phonemeref_data/audio/homesick/en043757.mp3,hoʊmsɪk
7387,homestead,/ˈhəʊmstɛd/,data/raw/phonemeref_data/audio/homestead/en043766.mp3,hoʊmstɛd
7388,homesteads,/ˈhəʊmstɛd/,data/raw/phonemeref_data/audio/homesteads/en043766.mp3,hoʊmstɛd
7389,homework,/ˈhəʊmwɜːrk/,data/raw/phonemeref_data/audio/homework/en043780.mp3,hoʊmwɜrk
7390,homicide,/ˈhɒmɪsaɪd/,data/raw/phonemeref_data/audio/homicide/en1042344.mp3,hɒmɪsaɪd
7391,homo,/ˈhəʊməʊ/,data/raw/phonemeref_data/audio/homo/en1042351.mp3,hoʊmoʊ
7392,homogeneity,/ˌhɒməʊdʒəˈniːəti/,data/raw/phonemeref_data/audio/homogeneity/en1042363.mp3,hɒmoʊdʒəniəti
7393,homogeneous,/ˌhɒməʊˈdʒiːniəs/,data/raw/phonemeref_data/audio/homogeneous/en1042378.mp3,hɒmoʊdʒiniəs
7394,homosexual,/ˌhɒməʊˈsɛkʃuəl/,data/raw/phonemeref_data/audio/homosexual/en1042404.mp3,hɒmoʊsɛkʃuəl
7395,homosexuals,/ˌhɒməʊˈsɛkʃuəl/,data/raw/phonemeref_data/audio/homosexuals/en1042404.mp3,hɒmoʊsɛkʃuəl
7396,honest,/ˈɒnɪst/,data/raw/phonemeref_data/audio/honest/en043801.mp3,ɒnɪst
7397,honestly,/ˈɒnɪstli/,data/raw/phonemeref_data/audio/honestly/en043817.mp3,ɒnɪstli
7398,honesty,/ˈɒnɪsti/,data/raw/phonemeref_data/audio/honesty/en043827.mp3,ɒnɪsti
7399,honey,/ˈhʌni/,data/raw/phonemeref_data/audio/honey/en043832.mp3,hʌni
7400,honeycomb,/ˈhʌnikəʊm/,data/raw/phonemeref_data/audio/honeycomb/en1042443.mp3,hʌnikoʊm
7401,honeymoon,/ˈhʌnimuːn/,data/raw/phonemeref_data/audio/honeymoon/en043840.mp3,hʌnimun
7402,honeysuckle,/ˈhʌnisʌkəl/,data/raw/phonemeref_data/audio/honeysuckle/en1042460.mp3,hʌnisʌkəl
7403,honorary,/ˈɒnərəri/,data/raw/phonemeref_data/audio/honorary/en1042491.mp3,ɒnərəri
7404,honors,/ˈɒnər/,data/raw/phonemeref_data/audio/honors/en043869.mp3,ɒnər
7405,hood,/ˈhʊd/,data/raw/phonemeref_data/audio/hood/en043887.mp3,hʊd
7406,hooded,/ˈhʊdɪd/,data/raw/phonemeref_data/audio/hooded/en1042517.mp3,hʊdɪd
7407,hoodlum,/ˈhuːdləm/,data/raw/phonemeref_data/audio/hoodlum/en1042532.mp3,hudləm
7408,hoodlums,/ˈhuːdləm/,data/raw/phonemeref_data/audio/hoodlums/en1042532.mp3,hudləm
7409,hoods,/ˈhʊd/,data/raw/phonemeref_data/audio/hoods/en043887.mp3,hʊd
7410,hoofs,/ˈhuːf/,data/raw/phonemeref_data/audio/hoofs/en043893.mp3,huf
7411,hook,/ˈhʊk/,data/raw/phonemeref_data/audio/hook/en043900.mp3,hʊk
7412,hookah,/ˈhʊkə/,data/raw/phonemeref_data/audio/hookah/en1042540.mp3,hʊkə
7413,hooked,/ˈhʊkt/,data/raw/phonemeref_data/audio/hooked/en043923.mp3,hʊkt
7414,hooker,/ˈhʊkə/,data/raw/phonemeref_data/audio/hooker/en043931.mp3,hʊkə
7415,hookers,/ˈhʊkə/,data/raw/phonemeref_data/audio/hookers/en043931.mp3,hʊkə
7416,hooks,/ˈhʊk/,data/raw/phonemeref_data/audio/hooks/en043900.mp3,hʊk
7417,hoop,/ˈhuːp/,data/raw/phonemeref_data/audio/hoop/en043944.mp3,hup
7418,hoops,/ˈhuːp/,data/raw/phonemeref_data/audio/hoops/en043944.mp3,hup
7419,hoot,/ˈhuːt/,data/raw/phonemeref_data/audio/hoot/en043956.mp3,hut
7420,hop,/ˈhɒp/,data/raw/phonemeref_data/audio/hop/en043971.mp3,hɒp
7421,hopeful,/ˈhəʊpfʊl/,data/raw/phonemeref_data/audio/hopeful/en043994.mp3,hoʊpfʊl
7422,hopefully,/ˈhəʊpfʊli/,data/raw/phonemeref_data/audio/hopefully/en044001.mp3,hoʊpfʊli
7423,hopefuls,/ˈhəʊpfʊl/,data/raw/phonemeref_data/audio/hopefuls/en043994.mp3,hoʊpfʊl
7424,hopeless,/ˈhəʊpləs/,data/raw/phonemeref_data/audio/hopeless/en044012.mp3,hoʊpləs
7425,hopelessly,/ˈhəʊpləsli/,data/raw/phonemeref_data/audio/hopelessly/en1042601.mp3,hoʊpləsli
7426,hopelessness,/ˈhəʊpləsnɪs/,data/raw/phonemeref_data/audio/hopelessness/en1042611.mp3,hoʊpləsnɪs
7427,hopes,/ˈhəʊp/,data/raw/phonemeref_data/audio/hopes/en043981.mp3,hoʊp
7428,hopper,/ˈhɒpə/,data/raw/phonemeref_data/audio/hopper/en044028.mp3,hɒpə
7429,horde,/ˈhɔːrd/,data/raw/phonemeref_data/audio/horde/en1042633.mp3,hɔrd
7430,hordes,/ˈhɔːrd/,data/raw/phonemeref_data/audio/hordes/en1042633.mp3,hɔrd
7431,horizon,/həˈraɪzən/,data/raw/phonemeref_data/audio/horizon/en044038.mp3,həraɪzən
7432,horizons,/həˈraɪzən/,data/raw/phonemeref_data/audio/horizons/en044038.mp3,həraɪzən
7433,horizontal,/ˌhɒrɪˈzɒntəl/,data/raw/phonemeref_data/audio/horizontal/en1042644.mp3,hɒrɪzɒntəl
7434,hormone,/ˈhɔːrməʊn/,data/raw/phonemeref_data/audio/hormone/en1042652.mp3,hɔrmoʊn
7435,hormones,/ˈhɔːrməʊn/,data/raw/phonemeref_data/audio/hormones/en1042652.mp3,hɔrmoʊn
7436,horn,/ˈhɔːn/,data/raw/phonemeref_data/audio/horn/en044046.mp3,hɔn
7437,hornet,/ˈhɔːrnɪt/,data/raw/phonemeref_data/audio/hornet/en044059.mp3,hɔrnɪt
7438,horns,/ˈhɔːn/,data/raw/phonemeref_data/audio/horns/en044046.mp3,hɔn
7439,horny,/ˈhɔːrni/,data/raw/phonemeref_data/audio/horny/en044068.mp3,hɔrni
7440,horoscope,/ˈhɒrəskəʊp/,data/raw/phonemeref_data/audio/horoscope/en1042667.mp3,hɒrəskoʊp
7441,horrible,/ˈhɒrɪbəl/,data/raw/phonemeref_data/audio/horrible/en044074.mp3,hɒrɪbəl
7442,horrid,/ˈhɒrɪd/,data/raw/phonemeref_data/audio/horrid/en1042684.mp3,hɒrɪd
7443,horrifying,/ˈhɒrɪfaɪɪŋ/,data/raw/phonemeref_data/audio/horrifying/en1042716.mp3,hɒrɪfaɪɪŋ
7444,horror,/ˈhɒrər/,data/raw/phonemeref_data/audio/horror/en044081.mp3,hɒrər
7445,horse,/ˈhɔːrs/,data/raw/phonemeref_data/audio/horse/en044098.mp3,hɔrs
7446,horseback,/ˈhɔːrsbæk/,data/raw/phonemeref_data/audio/horseback/en1042729.mp3,hɔrsbæk
7447,horseman,/ˈhɔːrsmən/,data/raw/phonemeref_data/audio/horseman/en1042732.mp3,hɔrsmən
7448,horses,/ˈhɔːrs/,data/raw/phonemeref_data/audio/horses/en044098.mp3,hɔrs
7449,hose,/ˈhəʊz/,data/raw/phonemeref_data/audio/hose/en044108.mp3,hoʊz
7450,hoses,/ˈhəʊz/,data/raw/phonemeref_data/audio/hoses/en044108.mp3,hoʊz
7451,hospitable,/ˈhɒspɪtəbəl/,data/raw/phonemeref_data/audio/hospitable/en1042787.mp3,hɒspɪtəbəl
7452,hospital,/ˈhɒspɪtəl/,data/raw/phonemeref_data/audio/hospital/en044116.mp3,hɒspɪtəl
7453,hospitality,/ˌhɒspɪˈtælɪti/,data/raw/phonemeref_data/audio/hospitality/en044121.mp3,hɒspɪtælɪti
7454,hospitals,/ˈhɒspɪtəl/,data/raw/phonemeref_data/audio/hospitals/en044116.mp3,hɒspɪtəl
7455,hostage,/ˈhɒstɪdʒ/,data/raw/phonemeref_data/audio/hostage/en044148.mp3,hɒstɪdʒ
7456,hostages,/ˈhɒstɪdʒ/,data/raw/phonemeref_data/audio/hostages/en044148.mp3,hɒstɪdʒ
7457,hostel,/ˈhɒstəl/,data/raw/phonemeref_data/audio/hostel/en044158.mp3,hɒstəl
7458,hostels,/ˈhɒstəl/,data/raw/phonemeref_data/audio/hostels/en044158.mp3,hɒstəl
7459,hostess,/ˈhəʊstəs/,data/raw/phonemeref_data/audio/hostess/en044167.mp3,hoʊstəs
7460,hostile,/ˈhɒstaɪl/,data/raw/phonemeref_data/audio/hostile/en044176.mp3,hɒstaɪl
7461,hostility,/hɒˈstɪlɪti/,data/raw/phonemeref_data/audio/hostility/en1042809.mp3,hɒstɪlɪti
7462,hosts,/ˈhəʊst/,data/raw/phonemeref_data/audio/hosts/en044139.mp3,hoʊst
7463,hot,/ˈhɒt/,data/raw/phonemeref_data/audio/hot/en044180.mp3,hɒt
7464,hotel,/ˌhəʊˈtɛl/,data/raw/phonemeref_data/audio/hotel/en044193.mp3,hoʊtɛl
7465,hotels,/ˌhəʊˈtɛl/,data/raw/phonemeref_data/audio/hotels/en044193.mp3,hoʊtɛl
7466,hound,/ˈhaʊnd/,data/raw/phonemeref_data/audio/hound/en044209.mp3,haʊnd
7467,hounds,/ˈhaʊnd/,data/raw/phonemeref_data/audio/hounds/en044209.mp3,haʊnd
7468,hour,/ˈaʊər/,data/raw/phonemeref_data/audio/hour/en044216.mp3,aʊər
7469,hourglass,/ˈaʊərglɑːs/,data/raw/phonemeref_data/audio/hourglass/en044227.mp3,aʊərglɑs
7470,hourly,/ˈaʊərli/,data/raw/phonemeref_data/audio/hourly/en1042863.mp3,aʊərli
7471,house,/ˈhaʊs/,data/raw/phonemeref_data/audio/house/en044232.mp3,haʊs
7472,household,/ˈhaʊshəʊld/,data/raw/phonemeref_data/audio/household/en044242.mp3,haʊshoʊld
7473,householder,/ˈhaʊshəʊldər/,data/raw/phonemeref_data/audio/householder/en1042875.mp3,haʊshoʊldər
7474,householders,/ˈhaʊshəʊldər/,data/raw/phonemeref_data/audio/householders/en1042875.mp3,haʊshoʊldər
7475,households,/ˈhaʊshəʊld/,data/raw/phonemeref_data/audio/households/en044242.mp3,haʊshoʊld
7476,housekeeper,/ˈhaʊskiːpər/,data/raw/phonemeref_data/audio/housekeeper/en044257.mp3,haʊskipər
7477,housekeepers,/ˈhaʊskiːpər/,data/raw/phonemeref_data/audio/housekeepers/en044257.mp3,haʊskipər
7478,housekeeping,/ˈhaʊskiːpɪŋ/,data/raw/phonemeref_data/audio/housekeeping/en044262.mp3,haʊskipɪŋ
7479,houses,/ˈhaʊs/,data/raw/phonemeref_data/audio/houses/en044232.mp3,haʊs
7480,housewife,/ˈhaʊswaɪf/,data/raw/phonemeref_data/audio/housewife/en044277.mp3,haʊswaɪf
7481,housework,/ˈhaʊswɜːrk/,data/raw/phonemeref_data/audio/housework/en044288.mp3,haʊswɜrk
7482,housing,/ˈhaʊzɪŋ/,data/raw/phonemeref_data/audio/housing/en044291.mp3,haʊzɪŋ
7483,housings,/ˈhaʊzɪŋ/,data/raw/phonemeref_data/audio/housings/en044291.mp3,haʊzɪŋ
7484,hovel,/ˈhɒvəl/,data/raw/phonemeref_data/audio/hovel/en1042909.mp3,hɒvəl
7485,hover,/ˈhɒvər/,data/raw/phonemeref_data/audio/hover/en044301.mp3,hɒvər
7486,hovers,/ˈhɒvər/,data/raw/phonemeref_data/audio/hovers/en044301.mp3,hɒvər
7487,how,/ˈhaʊ/,data/raw/phonemeref_data/audio/how/en044310.mp3,haʊ
7488,however,/haʊˈɛvər/,data/raw/phonemeref_data/audio/however/en044334.mp3,haʊɛvər
7489,howl,/ˈhaʊl/,data/raw/phonemeref_data/audio/howl/en044342.mp3,haʊl
7490,howls,/ˈhaʊl/,data/raw/phonemeref_data/audio/howls/en044342.mp3,haʊl
7491,hows,/ˈhaʊ/,data/raw/phonemeref_data/audio/hows/en044310.mp3,haʊ
7492,hub,/ˌhʌb/,data/raw/phonemeref_data/audio/hub/en044351.mp3,hʌb
7493,hubbub,/ˈhʌbʌb/,data/raw/phonemeref_data/audio/hubbub/en1042932.mp3,hʌbʌb
7494,hubs,/ˌhʌb/,data/raw/phonemeref_data/audio/hubs/en044351.mp3,hʌb
7495,huddle,/ˈhʌdəl/,data/raw/phonemeref_data/audio/huddle/en044371.mp3,hʌdəl
7496,hue,/ˈhjuː/,data/raw/phonemeref_data/audio/hue/en044382.mp3,hju
7497,hues,/ˈhjuː/,data/raw/phonemeref_data/audio/hues/en044382.mp3,hju
7498,huff,/ˈhʌf/,data/raw/phonemeref_data/audio/huff/en044393.mp3,hʌf
7499,huge,/ˈhjuːdʒ/,data/raw/phonemeref_data/audio/huge/en044410.mp3,hjudʒ
7500,hugely,/ˈhjuːdʒli/,data/raw/phonemeref_data/audio/hugely/en1042960.mp3,hjudʒli
7501,huges,/ˈhjuːdʒ/,data/raw/phonemeref_data/audio/huges/en044410.mp3,hjudʒ
7502,hugs,/ˈhʌg/,data/raw/phonemeref_data/audio/hugs/en044402.mp3,hʌg
7503,huh,/ˈhʌ/,data/raw/phonemeref_data/audio/huh/en1042978.mp3,hʌ
7504,hulk,/ˈhʌlk/,data/raw/phonemeref_data/audio/hulk/en1042987.mp3,hʌlk
7505,hulks,/ˈhʌlk/,data/raw/phonemeref_data/audio/hulks/en1042987.mp3,hʌlk
7506,hull,/hʌl/,data/raw/phonemeref_data/audio/hull/en044422.mp3,hʌl
7507,hullabaloo,/ˌhʌləbəˈluː/,data/raw/phonemeref_data/audio/hullabaloo/en1042993.mp3,hʌləbəlu
7508,hulls,/hʌl/,data/raw/phonemeref_data/audio/hulls/en044422.mp3,hʌl
7509,human,/ˈhjuːmən/,data/raw/phonemeref_data/audio/human/en044442.mp3,hjumən
7510,humane,/ˌhjuːˈmeɪn/,data/raw/phonemeref_data/audio/humane/en1043032.mp3,hjumeɪn
7511,humanitarian,/hjuːˌmænɪˈtɛəriən/,data/raw/phonemeref_data/audio/humanitarian/en1043047.mp3,hjumænɪtɛəriən
7512,humanity,/hjuːˈmænɪti/,data/raw/phonemeref_data/audio/humanity/en044454.mp3,hjumænɪti
7513,humankind,/ˌhjuːmənˈkaɪnd/,data/raw/phonemeref_data/audio/humankind/en1043050.mp3,hjumənkaɪnd
7514,humans,/ˈhjuːmən/,data/raw/phonemeref_data/audio/humans/en044442.mp3,hjumən
7515,humble,/ˈhʌmbəl/,data/raw/phonemeref_data/audio/humble/en044468.mp3,hʌmbəl
7516,humbly,/ˈhʌmbli/,data/raw/phonemeref_data/audio/humbly/en1043077.mp3,hʌmbli
7517,humbug,/ˈhʌmbʌg/,data/raw/phonemeref_data/audio/humbug/en1043089.mp3,hʌmbʌg
7518,humid,/ˈhjuːmɪd/,data/raw/phonemeref_data/audio/humid/en044472.mp3,hjumɪd
7519,humidity,/hjuːˈmɪdɪti/,data/raw/phonemeref_data/audio/humidity/en1043114.mp3,hjumɪdɪti
7520,humiliating,/hjuːˈmɪlieɪtɪŋ/,data/raw/phonemeref_data/audio/humiliating/en1043133.mp3,hjumɪlieɪtɪŋ
7521,humiliation,/hjuːˌmɪliˈeɪʃən/,data/raw/phonemeref_data/audio/humiliation/en1043143.mp3,hjumɪlieɪʃən
7522,humiliations,/hjuːˌmɪliˈeɪʃən/,data/raw/phonemeref_data/audio/humiliations/en1043143.mp3,hjumɪlieɪʃən
7523,humility,/hjuːˈmɪlɪti/,data/raw/phonemeref_data/audio/humility/en1043150.mp3,hjumɪlɪti
7524,humorous,/ˈhjuːmərəs/,data/raw/phonemeref_data/audio/humorous/en044506.mp3,hjumərəs
7525,humours,/ˈhjuːmər/,data/raw/phonemeref_data/audio/humours/en044499.mp3,hjumər
7526,hump,/ˈhʌmp/,data/raw/phonemeref_data/audio/hump/en044516.mp3,hʌmp
7527,hunch,/ˈhʌntʃ/,data/raw/phonemeref_data/audio/hunch/en044525.mp3,hʌntʃ
7528,hunched,/ˈhʌntʃt/,data/raw/phonemeref_data/audio/hunched/en1043200.mp3,hʌntʃt
7529,hundreds,/ˈhʌndrəd/,data/raw/phonemeref_data/audio/hundreds/en044539.mp3,hʌndrəd
7530,Hungarian,/hʌŋˈgɛəriən/,data/raw/phonemeref_data/audio/Hungarian/en1043228.mp3,hʌŋgɛəriən
7531,hungarians,/hʌŋˈgɛəriən/,data/raw/phonemeref_data/audio/hungarians/en1043228.mp3,hʌŋgɛəriən
7532,Hungary,/ˈhʌŋgəri/,data/raw/phonemeref_data/audio/Hungary/en1043238.mp3,hʌŋgəri
7533,hunger,/ˈhʌŋgər/,data/raw/phonemeref_data/audio/hunger/en044553.mp3,hʌŋgər
7534,hungry,/ˈhʌŋgri/,data/raw/phonemeref_data/audio/hungry/en044567.mp3,hʌŋgri
7535,hunk,/ˈhʌŋk/,data/raw/phonemeref_data/audio/hunk/en044571.mp3,hʌŋk
7536,hunks,/ˈhʌŋk/,data/raw/phonemeref_data/audio/hunks/en044571.mp3,hʌŋk
7537,hunt,/ˈhʌnt/,data/raw/phonemeref_data/audio/hunt/en044582.mp3,hʌnt
7538,hunted,/ˈhʌntɪd/,data/raw/phonemeref_data/audio/hunted/en1043255.mp3,hʌntɪd
7539,hunter,/ˈhʌntə/,data/raw/phonemeref_data/audio/hunter/en044593.mp3,hʌntə
7540,hunters,/ˈhʌntə/,data/raw/phonemeref_data/audio/hunters/en044593.mp3,hʌntə
7541,hunting,/ˈhʌntɪŋ/,data/raw/phonemeref_data/audio/hunting/en044605.mp3,hʌntɪŋ
7542,hurdle,/ˈhɜːrdəl/,data/raw/phonemeref_data/audio/hurdle/en044616.mp3,hɜrdəl
7543,hurdles,/ˈhɜːrdəl/,data/raw/phonemeref_data/audio/hurdles/en044616.mp3,hɜrdəl
7544,hurricane,/ˈhʌrɪkeɪn/,data/raw/phonemeref_data/audio/hurricane/en044633.mp3,hʌrɪkeɪn
7545,hurricanes,/ˈhʌrɪkeɪn/,data/raw/phonemeref_data/audio/hurricanes/en044633.mp3,hʌrɪkeɪn
7546,hurried,/ˈhʌrid/,data/raw/phonemeref_data/audio/hurried/en044641.mp3,hʌrid
7547,hurry,/ˈhʌri/,data/raw/phonemeref_data/audio/hurry/en044652.mp3,hʌri
7548,hurt,/ˈhɜːrt/,data/raw/phonemeref_data/audio/hurt/en044665.mp3,hɜrt
7549,hurtful,/ˈhɜːrtfʊl/,data/raw/phonemeref_data/audio/hurtful/en1043260.mp3,hɜrtfʊl
7550,hurts,/ˈhɜːrt/,data/raw/phonemeref_data/audio/hurts/en044665.mp3,hɜrt
7551,husband,/ˈhʌzbənd/,data/raw/phonemeref_data/audio/husband/en044675.mp3,hʌzbənd
7552,husbandry,/ˈhʌzbəndrɪ/,data/raw/phonemeref_data/audio/husbandry/en044685.mp3,hʌzbəndrɪ
7553,husbands,/ˈhʌzbənd/,data/raw/phonemeref_data/audio/husbands/en044675.mp3,hʌzbənd
7554,hush,/ˈhʌʃ/,data/raw/phonemeref_data/audio/hush/en044696.mp3,hʌʃ
7555,hushed,/ˈhʌʃt/,data/raw/phonemeref_data/audio/hushed/en1043282.mp3,hʌʃt
7556,husk,/ˈhʌsk/,data/raw/phonemeref_data/audio/husk/en044707.mp3,hʌsk
7557,husks,/ˈhʌsk/,data/raw/phonemeref_data/audio/husks/en044707.mp3,hʌsk
7558,husky,/ˈhʌski/,data/raw/phonemeref_data/audio/husky/en044716.mp3,hʌski
7559,hustle,/ˈhʌsəl/,data/raw/phonemeref_data/audio/hustle/en044723.mp3,hʌsəl
7560,hustler,/ˈhʌslər/,data/raw/phonemeref_data/audio/hustler/en044731.mp3,hʌslər
7561,hut,/ˈhʌt/,data/raw/phonemeref_data/audio/hut/en044744.mp3,hʌt
7562,huts,/ˈhʌt/,data/raw/phonemeref_data/audio/huts/en044744.mp3,hʌt
7563,hybrid,/ˈhaɪbrɪd/,data/raw/phonemeref_data/audio/hybrid/en044751.mp3,haɪbrɪd
7564,hybrids,/ˈhaɪbrɪd/,data/raw/phonemeref_data/audio/hybrids/en044751.mp3,haɪbrɪd
7565,hydrogen,/ˈhaɪdrədʒən/,data/raw/phonemeref_data/audio/hydrogen/en1043342.mp3,haɪdrədʒən
7566,hydrogens,/ˈhaɪdrədʒən/,data/raw/phonemeref_data/audio/hydrogens/en1043342.mp3,haɪdrədʒən
7567,hyena,/haɪˈiːnə/,data/raw/phonemeref_data/audio/hyena/en1043351.mp3,haɪinə
7568,hygiene,/ˈhaɪdʒiːn/,data/raw/phonemeref_data/audio/hygiene/en044760.mp3,haɪdʒin
7569,hygienic,/haɪˈdʒiːnɪk/,data/raw/phonemeref_data/audio/hygienic/en1043360.mp3,haɪdʒinɪk
7570,hymn,/ˈhɪm/,data/raw/phonemeref_data/audio/hymn/en1043372.mp3,hɪm
