id,word,ipa,ipa_clean,audio_path,source,score,age
speechocean_train_997,SHE WAS LARGE AND SHE WAS KIND,ʃiwəzlɑdʒændʃiwəzkaɪnd,ʃiwəzlɑdʒændʃiwəzkaɪnd,data\speechocean\audio\so_train_00997.wav,speechocean762,9,21
speechocean_train_998,THUS FAR THEREFORE ALL WAS WELL,ðəsfɑðɛrfɔɔlwəzwɛl,ðəsfɑðɛrfɔɔlwəzwɛl,data\speechocean\audio\so_train_00998.wav,speechocean762,9,21
speechocean_train_999,THE HOUSE WAS VERY STILL,ðəhaʊswəzvɛristɪl,ðəhaʊswəzvɛristɪl,data\speechocean\audio\so_train_00999.wav,speechocean762,9,21
speechocean_train_1000,ARE YOU GOING TO HAVE ANOTHER DRINK,ɑjugoʊɪŋtuhævənʌðədrɪŋk,ɑjugoʊɪŋtuhævənʌðədrɪŋk,data\speechocean\audio\so_train_01000.wav,speechocean762,10,21
speechocean_train_1001,AS OF MONDAY MORNING THE POST IS STILL UP,æzəvmʌndeɪmɔrnɪŋðəpoʊstɪzstɪləp,æzəvmʌndeɪmɔrnɪŋðəpoʊstɪzstɪləp,data\speechocean\audio\so_train_01001.wav,speechocean762,8,21
speechocean_train_1002,THAT'S A LONG WAY TO RUN,ðætsələŋweɪturən,ðætsələŋweɪturən,data\speechocean\audio\so_train_01002.wav,speechocean762,9,21
speechocean_train_1003,THERE WAS NO REQUEST MADE FOR THE GUARD TODAY,ðɛrwəznoʊrɪkwɛstmeɪdfɔðəgɑrdtədeɪ,ðɛrwəznoʊrɪkwɛstmeɪdfɔðəgɑrdtədeɪ,data\speechocean\audio\so_train_01003.wav,speechocean762,8,21
speechocean_train_1004,HE'S HONEST TO BE THE BONE,hizʌnɪsttubiðəboʊn,hizʌnɪsttubiðəboʊn,data\speechocean\audio\so_train_01004.wav,speechocean762,8,21
speechocean_train_1005,INTERESTED IN LEARNING MORE ABOUT THE EVENTS I PRODUCE,ɪntrəstɪdɪnlɜrnɪŋmɔəbaʊtðəɪvɛntsaɪprədjus,ɪntrəstɪdɪnlɜrnɪŋmɔəbaʊtðəɪvɛntsaɪprədjus,data\speechocean\audio\so_train_01005.wav,speechocean762,8,21
speechocean_train_1006,WELL TIME FOR ME TO GO TO SLEEP,wɛltaɪmfɔrmitugoʊtuslip,wɛltaɪmfɔrmitugoʊtuslip,data\speechocean\audio\so_train_01006.wav,speechocean762,9,21
speechocean_train_1007,ALCOHOL IS ALWAYS THE ANSWER,ælkəhəlɪzɔlweɪzðiɑnsə,ælkəhəlɪzɔlweɪzðiɑnsə,data\speechocean\audio\so_train_01007.wav,speechocean762,9,21
speechocean_train_1008,PUMPED FOR THE RETURN OF THE KING TODAY,pəmptfɔðərɪtɜrnəvðəkɪŋtədeɪ,pəmptfɔðərɪtɜrnəvðəkɪŋtədeɪ,data\speechocean\audio\so_train_01008.wav,speechocean762,9,21
speechocean_train_1009,IT SHOULD BE A GOOD NIGHT,ɪtʃʊdbiəgʊdnaɪt,ɪtʃʊdbiəgʊdnaɪt,data\speechocean\audio\so_train_01009.wav,speechocean762,9,21
speechocean_train_1010,SO THIS SEEMS LIKE A PRETTY BIG DEAL,soʊðɪssimzlaɪkəprɪtibɪgdil,soʊðɪssimzlaɪkəprɪtibɪgdil,data\speechocean\audio\so_train_01010.wav,speechocean762,9,21
speechocean_train_1011,SEE ALL I HAD TO DO WAS COMPLAIN,siɔlaɪhædtudʊwəzkəmpleɪn,siɔlaɪhædtudʊwəzkəmpleɪn,data\speechocean\audio\so_train_01011.wav,speechocean762,10,21
speechocean_train_1012,WINNING IS SO MUCH FUN,wɪnɪŋɪzsoʊmətʃfən,wɪnɪŋɪzsoʊmətʃfən,data\speechocean\audio\so_train_01012.wav,speechocean762,10,21
speechocean_train_1013,BLESS SUGAR RAY AND HIS FAMILY,blɛsʃʊgɜrreɪændhɪzfæməli,blɛsʃʊgɜrreɪændhɪzfæməli,data\speechocean\audio\so_train_01013.wav,speechocean762,9,21
speechocean_train_1014,HANGING OUT AT THE BEACH,hæŋɪŋaʊtætðəbitʃ,hæŋɪŋaʊtætðəbitʃ,data\speechocean\audio\so_train_01014.wav,speechocean762,9,21
speechocean_train_1015,THE MOST BEAUTIFUL WOMAN IN THE UNIVERSE,ðəmoʊstbjutɪflwʊmənɪnðəjunɪvɜrs,ðəmoʊstbjutɪflwʊmənɪnðəjunɪvɜrs,data\speechocean\audio\so_train_01015.wav,speechocean762,9,21
speechocean_train_1016,IT IS NOW TWO O'CLOCK,ɪtɪznaʊtuəklʌk,ɪtɪznaʊtuəklʌk,data\speechocean\audio\so_train_01016.wav,speechocean762,9,21
speechocean_train_1017,HE WAS TWENTY WHEN HE LEARNED THE TRUTH ABOUT HIMSELF,hiwəztwɛntiwɛnhilɜrnɪdðətruθəbaʊthɪmsɛlf,hiwəztwɛntiwɛnhilɜrnɪdðətruθəbaʊthɪmsɛlf,data\speechocean\audio\so_train_01017.wav,speechocean762,9,21
speechocean_train_1018,I WISH YOU TO TAKE CARE OF THESE TWO LETTERS,aɪwɪʃjututeɪkkɛrəvðiztulɛtəz,aɪwɪʃjututeɪkkɛrəvðiztulɛtəz,data\speechocean\audio\so_train_01018.wav,speechocean762,9,21
speechocean_train_1019,MORE SNOW WAS IN THE FORECAST FOR MONDAY NIGHT,mɔsnoʊwəzɪnðəfɔkɑstfɔmʌndeɪnaɪt,mɔsnoʊwəzɪnðəfɔkɑstfɔmʌndeɪnaɪt,data\speechocean\audio\so_train_01019.wav,speechocean762,9,22
speechocean_train_1020,IN THIS CASE IT'S NOT NECESSARY,ɪnðɪskeɪsɪtsnətnɛsəsɜri,ɪnðɪskeɪsɪtsnətnɛsəsɜri,data\speechocean\audio\so_train_01020.wav,speechocean762,9,22
speechocean_train_1021,TODAY THEY ARE MORE DYNAMIC AND MORE HUMANE,tədeɪðeɪɑrmɔrdaɪnæmɪkændmɔrhjumeɪn,tədeɪðeɪɑrmɔrdaɪnæmɪkændmɔrhjumeɪn,data\speechocean\audio\so_train_01021.wav,speechocean762,9,22
speechocean_train_1022,OTHERS ARE NOT QUITE SO SURE HOWEVER,əðɜrzɑnətkwaɪtsoʊʃʊəhaʊɛvɜr,əðɜrzɑnətkwaɪtsoʊʃʊəhaʊɛvɜr,data\speechocean\audio\so_train_01022.wav,speechocean762,8,22
speechocean_train_1023,THEY ARE SO DEEP IN TALENT,ðeɪɑsoʊdipɪntælənt,ðeɪɑsoʊdipɪntælənt,data\speechocean\audio\so_train_01023.wav,speechocean762,10,22
speechocean_train_1024,EACH TEAM STARTS AT THE SAME TIME,itʃtimstɑrtsætðəseɪmtaɪm,itʃtimstɑrtsætðəseɪmtaɪm,data\speechocean\audio\so_train_01024.wav,speechocean762,8,22
speechocean_train_1025,BUT I SAW IT AGAIN,bətaɪsɔɪtəgɛn,bətaɪsɔɪtəgɛn,data\speechocean\audio\so_train_01025.wav,speechocean762,8,22
speechocean_train_1026,WE WERE TALKING ABOUT SOCCER,wiwɜrtɔkɪŋəbaʊtsʌkə,wiwɜrtɔkɪŋəbaʊtsʌkə,data\speechocean\audio\so_train_01026.wav,speechocean762,9,22
speechocean_train_1027,BACK AND AT JUST THE RIGHT TIME,bækændætdʒəstðəraɪttaɪm,bækændætdʒəstðəraɪttaɪm,data\speechocean\audio\so_train_01027.wav,speechocean762,8,22
speechocean_train_1028,WHAT DO YOU THINK THOSE ARE,wətdʊjuθɪŋkðoʊzɑr,wətdʊjuθɪŋkðoʊzɑr,data\speechocean\audio\so_train_01028.wav,speechocean762,8,22
speechocean_train_1029,STILL WAITING FOR IT TO HAPPEN,stɪlweɪtɪŋfɔɪttuhæpən,stɪlweɪtɪŋfɔɪttuhæpən,data\speechocean\audio\so_train_01029.wav,speechocean762,8,22
speechocean_train_1030,LOOKS TO BE WORTH THE WAIT,lʊkstubiwɜrθðəweɪt,lʊkstubiwɜrθðəweɪt,data\speechocean\audio\so_train_01030.wav,speechocean762,8,22
speechocean_train_1031,FEELS SO GOOD TO BE BACK TOGETHER,filzsoʊgʊdtubibæktəgɛðɜr,filzsoʊgʊdtubibæktəgɛðɜr,data\speechocean\audio\so_train_01031.wav,speechocean762,9,22
speechocean_train_1032,LISTEN TO IT IN ALL ITS GLORY,lɪsntuɪtɪnɔlɪtsglɔri,lɪsntuɪtɪnɔlɪtsglɔri,data\speechocean\audio\so_train_01032.wav,speechocean762,8,22
speechocean_train_1033,MASKS ARE PART OF UNIFORM,mɑsksɑrpɑrtəvjunɪfɔm,mɑsksɑrpɑrtəvjunɪfɔm,data\speechocean\audio\so_train_01033.wav,speechocean762,8,22
speechocean_train_1034,WHEN IS IT TIME TO TALK ABOUT GUNS,wɛnɪzɪttaɪmtutɔkəbaʊtgənz,wɛnɪzɪttaɪmtutɔkəbaʊtgənz,data\speechocean\audio\so_train_01034.wav,speechocean762,8,22
speechocean_train_1035,THIS IS NOT A NICE STORY IT'S TRUE,ðɪsɪznətənaɪsstɔriɪtstru,ðɪsɪznətənaɪsstɔriɪtstru,data\speechocean\audio\so_train_01035.wav,speechocean762,9,22
speechocean_train_1036,WE SHOULD TOTALLY GO FOR A WALK,wiʃʊdtoʊtəligoʊfɔəwɔk,wiʃʊdtoʊtəligoʊfɔəwɔk,data\speechocean\audio\so_train_01036.wav,speechocean762,8,22
speechocean_train_1037,BUT THEY MUST DO IT,bətðeɪməstdʊɪt,bətðeɪməstdʊɪt,data\speechocean\audio\so_train_01037.wav,speechocean762,8,22
speechocean_train_1038,AND NOW IT'S MY TURN,ændnaʊɪtsmaɪtɜrn,ændnaʊɪtsmaɪtɜrn,data\speechocean\audio\so_train_01038.wav,speechocean762,9,22
speechocean_train_1039,THERE MAY BE A WAY TO CHANGE ALL THAT,ðɛrmeɪbiəweɪtutʃeɪndʒɔlðæt,ðɛrmeɪbiəweɪtutʃeɪndʒɔlðæt,data\speechocean\audio\so_train_01039.wav,speechocean762,9,22
speechocean_train_1040,NOW HE'S OPEN HE CAN SELL IT TO YOU,naʊhizoʊpənhikænsɛlɪttuju,naʊhizoʊpənhikænsɛlɪttuju,data\speechocean\audio\so_train_01040.wav,speechocean762,8,22
speechocean_train_1041,IT WAS A NEW MARKET,ɪtwəzənjumɑrkɪt,ɪtwəzənjumɑrkɪt,data\speechocean\audio\so_train_01041.wav,speechocean762,9,22
speechocean_train_1042,COULD YOU PUT HIM ON THE BOARD,kʊdjupʊthɪmənðəbɔrd,kʊdjupʊthɪmənðəbɔrd,data\speechocean\audio\so_train_01042.wav,speechocean762,9,22
speechocean_train_1043,HE WAS NOT SUPPORTED BY THE PARTY THERE,hiwəznətsəpoʊrtɪdbaɪðəpɑrtiðɛr,hiwəznətsəpoʊrtɪdbaɪðəpɑrtiðɛr,data\speechocean\audio\so_train_01043.wav,speechocean762,8,22
speechocean_train_1044,SO THEY HAVE TO GO WITH MORE SOPHISTICATE POSITIONING,soʊðeɪhævtugoʊwɪðmɔsəfɪstɪkeɪtpəzɪʃənɪŋ,soʊðeɪhævtugoʊwɪðmɔsəfɪstɪkeɪtpəzɪʃənɪŋ,data\speechocean\audio\so_train_01044.wav,speechocean762,8,22
speechocean_train_1045,BUT IS NOT NOW,bətɪznətnaʊ,bətɪznətnaʊ,data\speechocean\audio\so_train_01045.wav,speechocean762,8,22
speechocean_train_1046,NOW BECAUSE OF DRAGONS LOOK WHERE HE IS TODAY,naʊbɪkʌzəvdrægənzlʊkwɛrhiɪztədeɪ,naʊbɪkʌzəvdrægənzlʊkwɛrhiɪztədeɪ,data\speechocean\audio\so_train_01046.wav,speechocean762,8,22
speechocean_train_1047,THERE IS ALWAYS THE QUESTION OF WHAT WILL FOLLOW,ðɛrɪzɔlweɪzðəkwɛstʃənəvwətwɪlfʌloʊ,ðɛrɪzɔlweɪzðəkwɛstʃənəvwətwɪlfʌloʊ,data\speechocean\audio\so_train_01047.wav,speechocean762,9,22
speechocean_train_1048,THE ECONOMY IS FAR FROM SOUND,ðiɪkʌnəmiɪzfɑrfrəmsaʊnd,ðiɪkʌnəmiɪzfɑrfrəmsaʊnd,data\speechocean\audio\so_train_01048.wav,speechocean762,8,22
speechocean_train_1049,KEEP IN TOUCH HAVE A GREAT WEEKEND,kipɪntətʃhævəgreɪtwikɛnd,kipɪntətʃhævəgreɪtwikɛnd,data\speechocean\audio\so_train_01049.wav,speechocean762,9,22
speechocean_train_1050,I MEAN IT WAS THE LAST SUPPER,aɪminɪtwəzðəlɑstsʌpɜr,aɪminɪtwəzðəlɑstsʌpɜr,data\speechocean\audio\so_train_01050.wav,speechocean762,8,22
speechocean_train_1051,WELL THANKS FOR THE CONSIDERATION,wɛlθæŋksfɔðəkənsɪdəreɪʃn,wɛlθæŋksfɔðəkənsɪdəreɪʃn,data\speechocean\audio\so_train_01051.wav,speechocean762,8,22
speechocean_train_1052,HE ALWAYS KNOWS HOW TO MAKE ME FEEL BETTER,hiɔlweɪznoʊzhaʊtumeɪkmifilbɛtɜr,hiɔlweɪznoʊzhaʊtumeɪkmifilbɛtɜr,data\speechocean\audio\so_train_01052.wav,speechocean762,9,22
speechocean_train_1053,IT'S WEDNESDAY YOU KNOW THE DRILL,ɪtswɛnzdeɪjunoʊðədrɪl,ɪtswɛnzdeɪjunoʊðədrɪl,data\speechocean\audio\so_train_01053.wav,speechocean762,8,22
speechocean_train_1054,ENOUGH OF THE TIME LOOP,ɪnʌfəvðətaɪmlup,ɪnʌfəvðətaɪmlup,data\speechocean\audio\so_train_01054.wav,speechocean762,8,22
speechocean_train_1055,IT IS SUCH A GOOD FIRM,ɪtɪzsətʃəgʊdfɜrm,ɪtɪzsətʃəgʊdfɜrm,data\speechocean\audio\so_train_01055.wav,speechocean762,8,22
speechocean_train_1056,AT FIRST HE COULD NOT SPEAK,ætfɜrsthikʊdnətspik,ætfɜrsthikʊdnətspik,data\speechocean\audio\so_train_01056.wav,speechocean762,9,22
speechocean_train_1057,AND NOW I GO DOWN TO LOOK AT IT,ændnaʊaɪgoʊdaʊntulʊkætɪt,ændnaʊaɪgoʊdaʊntulʊkætɪt,data\speechocean\audio\so_train_01057.wav,speechocean762,9,22
speechocean_train_1058,SHE WAS BROAD AT THIS SHOULDERS,ʃiwəzbrɔdætðɪsʃʌuldəz,ʃiwəzbrɔdætðɪsʃʌuldəz,data\speechocean\audio\so_train_01058.wav,speechocean762,8,22
speechocean_train_1059,THREE AND FOUR ARE THE BEST,θriændfɔrɑrðəbɛst,θriændfɔrɑrðəbɛst,data\speechocean\audio\so_train_01059.wav,speechocean762,9,19
speechocean_train_1060,HE AND HIS PARENTS SAY THEY ARE NO LONGER SPEAKING,hiændhɪzpɛɜrəntsseɪðeɪɑrnoʊlʌŋgəspikɪŋ,hiændhɪzpɛɜrəntsseɪðeɪɑrnoʊlʌŋgəspikɪŋ,data\speechocean\audio\so_train_01060.wav,speechocean762,8,19
speechocean_train_1061,ENOUGH OF THE TECHNICAL STUFF,ɪnʌfəvðətɛknɪklstəf,ɪnʌfəvðətɛknɪklstəf,data\speechocean\audio\so_train_01061.wav,speechocean762,9,19
speechocean_train_1062,WE ALL KNOW THIS IS A TOUGH RACE TRACK,wiɔlnoʊðɪsɪzətəfreɪstræk,wiɔlnoʊðɪsɪzətəfreɪstræk,data\speechocean\audio\so_train_01062.wav,speechocean762,8,19
speechocean_train_1063,YOU MUST HAVE A LOT,juməsthævələt,juməsthævələt,data\speechocean\audio\so_train_01063.wav,speechocean762,10,19
speechocean_train_1064,BUT I KNOW WHAT YOU ARE,bətaɪnoʊwətjuɑr,bətaɪnoʊwətjuɑr,data\speechocean\audio\so_train_01064.wav,speechocean762,9,19
speechocean_train_1065,THIS WOULD BE A VERY BUSY DAY,ðɪswʊdbiəvɛribɪzideɪ,ðɪswʊdbiəvɛribɪzideɪ,data\speechocean\audio\so_train_01065.wav,speechocean762,9,19
speechocean_train_1066,I COME FROM A FAMILY OF TEACHERS,aɪkəmfrəməfæməliəvtitʃɜrs,aɪkəmfrəməfæməliəvtitʃɜrs,data\speechocean\audio\so_train_01066.wav,speechocean762,9,19
speechocean_train_1067,SORRY FOR BEING A PLASTIC,sʌrifɔbiɪŋəplæstɪk,sʌrifɔbiɪŋəplæstɪk,data\speechocean\audio\so_train_01067.wav,speechocean762,10,19
speechocean_train_1068,WHAT DO YOU SAY THE MOST,wətdʊjuseɪðəmoʊst,wətdʊjuseɪðəmoʊst,data\speechocean\audio\so_train_01068.wav,speechocean762,9,19
speechocean_train_1069,WHAT AND HOW DO YOU SING,wətændhaʊdʊjusɪŋ,wətændhaʊdʊjusɪŋ,data\speechocean\audio\so_train_01069.wav,speechocean762,9,19
speechocean_train_1070,WHERE ARE YOU GOING TO BE READY TO PLAY,wɛrɑjugoʊɪŋtubirɛditupleɪ,wɛrɑjugoʊɪŋtubirɛditupleɪ,data\speechocean\audio\so_train_01070.wav,speechocean762,10,19
speechocean_train_1071,DO YOU LIKE THE COLOR OF THE SKY,dʊjulaɪkðəkʌlɜrəvðəskaɪ,dʊjulaɪkðəkʌlɜrəvðəskaɪ,data\speechocean\audio\so_train_01071.wav,speechocean762,9,19
speechocean_train_1072,WHY IN THE WORLD AM I NOT IN THE BED,waɪɪnðəwɜrldeɪɛmaɪnətɪnðəbɛd,waɪɪnðəwɜrldeɪɛmaɪnətɪnðəbɛd,data\speechocean\audio\so_train_01072.wav,speechocean762,10,19
speechocean_train_1073,IT'S SUNDAY NIGHT NOT THE END OF THE WORLD,ɪtssʌndeɪnaɪtnətðəɛndəvðəwɜrld,ɪtssʌndeɪnaɪtnətðəɛndəvðəwɜrld,data\speechocean\audio\so_train_01073.wav,speechocean762,8,19
speechocean_train_1074,AND IN A SENSE YOU WERE RIGHT,ændɪnəsɛnsjuwɜrraɪt,ændɪnəsɛnsjuwɜrraɪt,data\speechocean\audio\so_train_01074.wav,speechocean762,9,19
speechocean_train_1075,AND IT IS MY OWN HAND,ændɪtsmaɪoʊnhænd,ændɪtsmaɪoʊnhænd,data\speechocean\audio\so_train_01075.wav,speechocean762,8,19
speechocean_train_1076,AS FOR THE FINAL THREE,æzfɔrðəfaɪnlθri,æzfɔrðəfaɪnlθri,data\speechocean\audio\so_train_01076.wav,speechocean762,8,19
speechocean_train_1077,HE STARED AT THE STUDENTS,histɛɜrdætðəstjʊdnts,histɛɜrdætðəstjʊdnts,data\speechocean\audio\so_train_01077.wav,speechocean762,8,19
speechocean_train_1078,THERE'S NOTHING TO DO BUT GET DRUNK,ðɛrznʌθɪŋtudubətgɛtdrəŋk,ðɛrznʌθɪŋtudubətgɛtdrəŋk,data\speechocean\audio\so_train_01078.wav,speechocean762,8,19
speechocean_train_1079,THANK YOU AND GOD BLESS YOU ALL,θæŋkjuændgədblɛsjuɔl,θæŋkjuændgədblɛsjuɔl,data\speechocean\audio\so_train_01079.wav,speechocean762,8,19
speechocean_train_1080,YOU TRY NOT TO THINK ABOUT THOSE KIND OF THINGS,jutraɪnəttuθɪŋkəbaʊtðoʊzkaɪndəvθɪŋz,jutraɪnəttuθɪŋkəbaʊtðoʊzkaɪndəvθɪŋz,data\speechocean\audio\so_train_01080.wav,speechocean762,8,19
speechocean_train_1081,IT'S A VICTORY LAP FOR ME,ɪtsəvɪktɜrilæpfɔmi,ɪtsəvɪktɜrilæpfɔmi,data\speechocean\audio\so_train_01081.wav,speechocean762,9,19
speechocean_train_1082,JUST WONDERING WHAT TO DO WITH THE CAT,dʒəstwʌndɜrɪŋwəttudʊwɪððikæt,dʒəstwʌndɜrɪŋwəttudʊwɪððikæt,data\speechocean\audio\so_train_01082.wav,speechocean762,8,19
speechocean_train_1083,AND WHAT HAVE YOU LEARNED SO FAR,ændwəthævjulɜrnɪdsoʊfɑr,ændwəthævjulɜrnɪdsoʊfɑr,data\speechocean\audio\so_train_01083.wav,speechocean762,9,19
speechocean_train_1084,COULD NOT BE SO PROUD,kʊdnətbisoʊpraʊd,kʊdnətbisoʊpraʊd,data\speechocean\audio\so_train_01084.wav,speechocean762,8,19
speechocean_train_1085,LET'S TAKE A LOOK AT THAT,lɛtsteɪkəlʊkætðæt,lɛtsteɪkəlʊkætðæt,data\speechocean\audio\so_train_01085.wav,speechocean762,8,19
speechocean_train_1086,LOT MORE TO LIFE THAN FOOTBALL,lətmɔtulaɪfðænfʊtbɔl,lətmɔtulaɪfðænfʊtbɔl,data\speechocean\audio\so_train_01086.wav,speechocean762,8,19
speechocean_train_1087,WAIT YOU CAN SEE THAT CAN YOU,weɪtjukænsiðætkænju,weɪtjukænsiðætkænju,data\speechocean\audio\so_train_01087.wav,speechocean762,8,19
speechocean_train_1088,IT WAS SO GREAT TO SEE EVERYONE,ɪtwəzsoʊgreɪttusiɛvriwən,ɪtwəzsoʊgreɪttusiɛvriwən,data\speechocean\audio\so_train_01088.wav,speechocean762,8,19
speechocean_train_1089,THEY TALK A LOT OF SENSE,ðeɪtɔkələtəvsɛns,ðeɪtɔkələtəvsɛns,data\speechocean\audio\so_train_01089.wav,speechocean762,8,19
speechocean_train_1090,IT'S NOT AS SWEET WHEN YOU HAVE TO SHARE,ɪtsnətæzswitwɛnjuhævtuʃɛr,ɪtsnətæzswitwɛnjuhævtuʃɛr,data\speechocean\audio\so_train_01090.wav,speechocean762,8,19
speechocean_train_1091,A LIGHT IN THE SHADOW,əlaɪtɪnðəʃædoʊ,əlaɪtɪnðəʃædoʊ,data\speechocean\audio\so_train_01091.wav,speechocean762,9,19
speechocean_train_1092,HOPE TO SEE MUCH MORE OF YOU,hoʊptusimətʃmɔəvju,hoʊptusimətʃmɔəvju,data\speechocean\audio\so_train_01092.wav,speechocean762,9,19
speechocean_train_1093,GREAT FIRST GAME OF THE SEASON,greɪtfɜrstgeɪməvðəsizn,greɪtfɜrstgeɪməvðəsizn,data\speechocean\audio\so_train_01093.wav,speechocean762,8,19
speechocean_train_1094,IT USED TO BE CALLED A HAPPY ENDING,ɪtjuzdtubikɔldəhæpiɛndɪŋ,ɪtjuzdtubikɔldəhæpiɛndɪŋ,data\speechocean\audio\so_train_01094.wav,speechocean762,8,19
speechocean_train_1095,AND I GET TO HEAR A LOT OF IT,ændaɪgɛttuhɪəələtəvɪt,ændaɪgɛttuhɪəələtəvɪt,data\speechocean\audio\so_train_01095.wav,speechocean762,9,19
speechocean_train_1096,IT WAS A GREAT FUN,ɪtwəzəgreɪtfən,ɪtwəzəgreɪtfən,data\speechocean\audio\so_train_01096.wav,speechocean762,8,19
speechocean_train_1097,HE RUNS HE BLOCKS HE CATCHES THE BALL,hirənzhiblɑkshikætʃɪzðəbɔl,hirənzhiblɑkshikætʃɪzðəbɔl,data\speechocean\audio\so_train_01097.wav,speechocean762,8,20
speechocean_train_1098,WE HAVE THE EARLY SIGNS,wihævðəɜrlisaɪnz,wihævðəɜrlisaɪnz,data\speechocean\audio\so_train_01098.wav,speechocean762,8,20
speechocean_train_1099,ON SUNDAY NONE OF THAT COUNTED FOR ANYTHING,ənsʌndeɪnənəvðætkaʊntɪdfɔɛniθɪŋ,ənsʌndeɪnənəvðætkaʊntɪdfɔɛniθɪŋ,data\speechocean\audio\so_train_01099.wav,speechocean762,8,20
speechocean_train_1100,PEOPLE ARE GETTING BACK TO WORK,piplɑgɛtɪŋbæktuwɜrk,piplɑgɛtɪŋbæktuwɜrk,data\speechocean\audio\so_train_01100.wav,speechocean762,8,20
speechocean_train_1101,IT SHOW THE WEAKNESS OF THE MOVEMENTS,ɪtʃoʊðəwiknəsəvðəmuvmənts,ɪtʃoʊðəwiknəsəvðəmuvmənts,data\speechocean\audio\so_train_01101.wav,speechocean762,8,20
speechocean_train_1102,IN A WORLD CUP GAIN,ɪnəwɜrldkəpgeɪn,ɪnəwɜrldkəpgeɪn,data\speechocean\audio\so_train_01102.wav,speechocean762,9,20
speechocean_train_1103,LOOKING FORWARD TO SEEING WHAT YOU HAVE TO OFFER,lʊkɪŋfɔrwɜrdtusiɪŋwətjuhævtuʌfə,lʊkɪŋfɔrwɜrdtusiɪŋwətjuhævtuʌfə,data\speechocean\audio\so_train_01103.wav,speechocean762,8,20
speechocean_train_1104,I HAVE A NEW THING ON THE FRIDGE,aɪhævənjuθɪŋənðəfrɪdʒ,aɪhævənjuθɪŋənðəfrɪdʒ,data\speechocean\audio\so_train_01104.wav,speechocean762,9,20
speechocean_train_1105,TIME TO THINK ABOUT SOMETHING ELSE FOR A WHILE,taɪmtuθɪŋkəbaʊtsʌmθɪŋɛlsfɔəwaɪl,taɪmtuθɪŋkəbaʊtsʌmθɪŋɛlsfɔəwaɪl,data\speechocean\audio\so_train_01105.wav,speechocean762,8,20
speechocean_train_1106,YOU TALKED YOU CAUGHT YOU SCORED,jutɔktjukɔtjuskɔd,jutɔktjukɔtjuskɔd,data\speechocean\audio\so_train_01106.wav,speechocean762,10,20
speechocean_train_1107,WHAT TO EAT IF YOU HAVE NO MONEY,wəttuitɪfjuhævnoʊmʌni,wəttuitɪfjuhævnoʊmʌni,data\speechocean\audio\so_train_01107.wav,speechocean762,9,20
speechocean_train_1108,YOU SHOULD KEEP AN EYE OUT FOR THEM,juʃʊdkipænaɪaʊtfɔðɛm,juʃʊdkipænaɪaʊtfɔðɛm,data\speechocean\audio\so_train_01108.wav,speechocean762,10,20
speechocean_train_1109,LOOKING FOR A GOOD GIFTS,lʊkɪŋfɔəgʊdgɪfts,lʊkɪŋfɔəgʊdgɪfts,data\speechocean\audio\so_train_01109.wav,speechocean762,10,20
speechocean_train_1110,JOY CAN BE HARD TO FIND SOMETIMES,dʒɔɪkænbihɑdtufaɪndsʌmtaɪmz,dʒɔɪkænbihɑdtufaɪndsʌmtaɪmz,data\speechocean\audio\so_train_01110.wav,speechocean762,8,20
speechocean_train_1111,I WILL NOT HESITATE TO CALL THE POLICE,aɪwɪlnəthɛzɪteɪttukɔlðəpəlis,aɪwɪlnəthɛzɪteɪttukɔlðəpəlis,data\speechocean\audio\so_train_01111.wav,speechocean762,9,20
speechocean_train_1112,THE HOUSE WAS TOO BIG,ðəhaʊswəztubɪg,ðəhaʊswəztubɪg,data\speechocean\audio\so_train_01112.wav,speechocean762,9,20
speechocean_train_1113,THE TOP OF ITS HEAD WAS STILL OPEN,ðətəpəvɪtshɛdwəzstɪloʊpən,ðətəpəvɪtshɛdwəzstɪloʊpən,data\speechocean\audio\so_train_01113.wav,speechocean762,8,20
speechocean_train_1114,THE DOOR WAS OPENED WITH DIFFICULTY,ðədɔwəzoʊpənwɪðdɪfɪkəlti,ðədɔwəzoʊpənwɪðdɪfɪkəlti,data\speechocean\audio\so_train_01114.wav,speechocean762,8,20
speechocean_train_1115,HE MARKED THEIR PROGRESS ON THE CHART,himɑktðɛrproʊgrɛsənðətʃɑt,himɑktðɛrproʊgrɛsənðətʃɑt,data\speechocean\audio\so_train_01115.wav,speechocean762,9,20
speechocean_train_1116,BUT PERHAPS FOR HIM IT WAS NOT TOO LATE,bətpəhæpsfɔhɪmɪtwəznəttuleɪt,bətpəhæpsfɔhɪmɪtwəznəttuleɪt,data\speechocean\audio\so_train_01116.wav,speechocean762,8,20
speechocean_train_1117,IT WOULD BE QUITE A CHALLENGE,ɪtwʊdbikwaɪtətʃælɪndʒ,ɪtwʊdbikwaɪtətʃælɪndʒ,data\speechocean\audio\so_train_01117.wav,speechocean762,9,21
speechocean_train_1118,IT'S SORT A BIT A LITTLE BIT FORWARD AND BACK,ɪtssɔtəbɪtəlɪtlbɪtfɔwədændbæk,ɪtssɔtəbɪtəlɪtlbɪtfɔwədændbæk,data\speechocean\audio\so_train_01118.wav,speechocean762,8,21
speechocean_train_1119,AND THANK YOU FOR BEING SO STRONG,ændθæŋkjufɔbiɪŋsoʊstrəŋ,ændθæŋkjufɔbiɪŋsoʊstrəŋ,data\speechocean\audio\so_train_01119.wav,speechocean762,9,21
