id,word,ipa,audio_path,split,ipa_clean
3276,kick,/ˈkɪk/,audio/kick/en048835.mp3,train,ˈkɪk
3277,outer,/ˈaʊtər/,audio/outer/en060517.mp3,train,ˈaʊtər
3278,peninsula,/pəˈnɪnsjʊlə/,audio/peninsula/en062967.mp3,train,pəˈnɪnsjʊlə
3279,soul,/ˈsəʊl/,audio/soul/en081653.mp3,train,ˈsəʊl
3280,districts,/ˈdɪstrɪkt/,audio/districts/en026269.mp3,train,ˈdɪstrɪkt
3281,spider,/ˈspaɪdər/,audio/spider/en082389.mp3,train,ˈspaɪdər
3282,respectively,/rɪˈspɛktɪvli/,audio/respectively/en072527.mp3,train,rɪˈspɛktɪvli
3283,rewards,/rɪˈwɔːrd/,audio/rewards/en073180.mp3,train,rɪˈwɔːrd
3284,airports,/ˈɛərpɔːrt/,audio/airports/en002238.mp3,train,ˈɛərpɔːrt
3285,oxygen,/ˈɒksɪdʒən/,audio/oxygen/en1062318.mp3,train,ˈɒksɪdʒən
3286,pointer,/ˈpɔɪntər/,audio/pointer/en1066486.mp3,train,ˈpɔɪntər
3287,swimming,/ˈswɪmɪŋ/,audio/swimming/en087324.mp3,train,ˈswɪmɪŋ
3288,resistant,/rɪˈzɪstənt/,audio/resistant/en1073749.mp3,train,rɪˈzɪstənt
3289,instead,/ɪnˈstɛd/,audio/instead/en046754.mp3,train,ɪnˈstɛd
3290,organize,/ˈɔːrgənaɪz/,audio/organize/en060224.mp3,train,ˈɔːrgənaɪz
3291,organic,/ɔːrˈgænɪk/,audio/organic/en060199.mp3,train,ɔːrˈgænɪk
3292,baptist,/ˈbæptɪst/,audio/baptist/en1007427.mp3,train,ˈbæptɪst
3293,villages,/ˈvɪlɪdʒ/,audio/villages/en095682.mp3,train,ˈvɪlɪdʒ
3294,exchange,/ɪksˈtʃeɪndʒ/,audio/exchange/en031391.mp3,train,ɪksˈtʃeɪndʒ
3295,constraints,/kənˈstreɪnt/,audio/constraints/en018721.mp3,train,kənˈstreɪnt
3296,clusters,/ˈklʌstər/,audio/clusters/en016157.mp3,train,ˈklʌstər
3297,conferences,/ˈkɒnfrəns/,audio/conferences/en018159.mp3,train,ˈkɒnfrəns
3298,oval,/ˈəʊvəl/,audio/oval/en1061775.mp3,train,ˈəʊvəl
3299,economy,/ɪˈkɒnəmi/,audio/economy/en028561.mp3,train,ɪˈkɒnəmi
3300,residence,/ˈrɛzɪdəns/,audio/residence/en072321.mp3,train,ˈrɛzɪdəns
3301,lessons,/ˈlɛsən/,audio/lessons/en050770.mp3,train,ˈlɛsən
3302,cancellation,/ˌkænsəˈleɪʃən/,audio/cancellation/en1012877.mp3,train,ˌkænsəˈleɪʃən
3303,warnings,/ˈwɔːrnɪŋ/,audio/warnings/en096642.mp3,train,ˈwɔːrnɪŋ
3304,estate,/ɪˈsteɪt/,audio/estate/en030842.mp3,train,ɪˈsteɪt
3305,surfaces,/ˈsɜːrfɪs/,audio/surfaces/en086643.mp3,train,ˈsɜːrfɪs
3306,ugly,/ˈʌgli/,audio/ugly/en093152.mp3,train,ˈʌgli
3307,copyright,/ˈkɒpiraɪt/,audio/copyright/en019572.mp3,train,ˈkɒpiraɪt
3308,halo,/ˈheɪləʊ/,audio/halo/en041168.mp3,train,ˈheɪləʊ
3309,gifts,/ˈɡɪft/,audio/gifts/en038398.mp3,train,ˈɡɪft
3310,freely,/ˈfriːli/,audio/freely/en036651.mp3,train,ˈfriːli
3311,distribution,/ˌdɪstrɪˈbjuːʃən/,audio/distribution/en026254.mp3,train,ˌdɪstrɪˈbjuːʃən
3312,holidays,/ˈhɒlɪˌdeɪ/,audio/holidays/en043646.mp3,train,ˈhɒlɪˌdeɪ
3313,prep,/ˈprɛp/,audio/prep/en1067944.mp3,train,ˈprɛp
3314,online,/ˌɒnˈlaɪn/,audio/online/en059792.mp3,train,ˌɒnˈlaɪn
3315,promise,/ˈprɒmɪs/,audio/promise/en067348.mp3,train,ˈprɒmɪs
3316,absolute,/ˈæbsəluːt/,audio/absolute/en1001040.mp3,train,ˈæbsəluːt
3317,fate,/ˈfeɪt/,audio/fate/en033063.mp3,train,ˈfeɪt
3318,connect,/kəˈnɛkt/,audio/connect/en018359.mp3,train,kəˈnɛkt
3319,eagle,/ˈiːgəl/,audio/eagle/en028235.mp3,train,ˈiːgəl
3320,disorders,/ˌdɪsˈɔːrdər/,audio/disorders/en025829.mp3,train,ˌdɪsˈɔːrdər
3321,coupons,/ˈkuːpɒn/,audio/coupons/en1020153.mp3,train,ˈkuːpɒn
3322,gym,/ˈdʒɪm/,audio/gym/en040920.mp3,train,ˈdʒɪm
3323,climbing,/ˈklaɪmɪŋ/,audio/climbing/en015790.mp3,train,ˈklaɪmɪŋ
3324,reader,/ˈriːdər/,audio/reader/en069832.mp3,train,ˈriːdər
3325,encryption,/ɪnˈkrɪpʃən/,audio/encryption/en1029396.mp3,train,ɪnˈkrɪpʃən
3326,debug,/diːˈbʌg/,audio/debug/en022823.mp3,train,diːˈbʌg
3327,medal,/ˈmɛdəl/,audio/medal/en054524.mp3,train,ˈmɛdəl
3328,loud,/ˈlaʊd/,audio/loud/en052545.mp3,train,ˈlaʊd
3329,intended,/ɪnˈtɛndɪd/,audio/intended/en046980.mp3,train,ɪnˈtɛndɪd
3330,frank,/ˈfræŋk/,audio/frank/en036521.mp3,train,ˈfræŋk
3331,reduce,/rɪˈdjuːs/,audio/reduce/en070606.mp3,train,rɪˈdjuːs
3332,discrimination,/dɪsˌkrɪmɪˈneɪʃən/,audio/discrimination/en025608.mp3,train,dɪsˌkrɪmɪˈneɪʃən
3333,speakers,/ˈspiːkə/,audio/speakers/en082062.mp3,train,ˈspiːkə
3334,delivers,/dɪˈlɪvər/,audio/delivers/en023473.mp3,train,dɪˈlɪvər
3335,tourist,/ˈtʊərɪst/,audio/tourist/en091149.mp3,train,ˈtʊərɪst
3336,twin,/ˈtwɪn/,audio/twin/en092960.mp3,train,ˈtwɪn
3337,union,/ˈjuːnjən/,audio/union/en093913.mp3,train,ˈjuːnjən
3338,fans,/ˈfæn/,audio/fans/en032802.mp3,train,ˈfæn
3339,becomes,/bɪˈkʌm/,audio/becomes/en007240.mp3,train,bɪˈkʌm
3340,legacy,/ˈlɛgəsi/,audio/legacy/en050553.mp3,train,ˈlɛgəsi
3341,previous,/ˈpriːviəs/,audio/previous/en066613.mp3,train,ˈpriːviəs
3342,visitors,/ˈvɪzɪtər/,audio/visitors/en095861.mp3,train,ˈvɪzɪtər
3343,member,/ˈmɛmbə/,audio/member/en054715.mp3,train,ˈmɛmbə
3344,payments,/ˈpeɪmənt/,audio/payments/en062647.mp3,train,ˈpeɪmənt
3345,condos,/ˈkɒndəʊ/,audio/condos/en1018256.mp3,train,ˈkɒndəʊ
3346,heard,/hɜːd/,audio/heard/en042310.mp3,train,hɜːd
3347,behalf,/bɪˈhæf/,audio/behalf/en007495.mp3,train,bɪˈhæf
3348,workstation,/ˈwɜːrksteɪʃən/,audio/workstation/en1100008.mp3,train,ˈwɜːrksteɪʃən
3349,barriers,/ˈbæriər/,audio/barriers/en006652.mp3,train,ˈbæriər
3350,narrow,/ˈnærəʊ/,audio/narrow/en057615.mp3,train,ˈnærəʊ
3351,ball,/ˈbɔːl/,audio/ball/en006321.mp3,train,ˈbɔːl
3352,perhaps,/ˈpræps/,audio/perhaps/en063167.mp3,train,ˈpræps
3353,clients,/ˈklaɪənt/,audio/clients/en015747.mp3,train,ˈklaɪənt
3354,american,/əˈmɛrɪkən/,audio/american/en003033.mp3,train,əˈmɛrɪkən
3355,definition,/ˌdɛfɪˈnɪʃən/,audio/definition/en023295.mp3,train,ˌdɛfɪˈnɪʃən
3356,manage,/ˈmænɪdʒ/,audio/manage/en053435.mp3,train,ˈmænɪdʒ
3357,icon,/ˈaɪkɒn/,audio/icon/en044857.mp3,train,ˈaɪkɒn
3358,baskets,/ˈbɑːskɪt/,audio/baskets/en006856.mp3,train,ˈbɑːskɪt
3359,newspapers,/ˈnjuːzpeɪpər/,audio/newspapers/en058153.mp3,train,ˈnjuːzpeɪpər
3360,italian,/ɪˈtæljən/,audio/italian/en047721.mp3,train,ɪˈtæljən
3361,grant,/ˈgrænt/,audio/grant/en039728.mp3,train,ˈgrænt
3362,permit,/ˈpɜːrmɪt/,audio/permit/en063252.mp3,train,ˈpɜːrmɪt
3363,circular,/ˈsɜːrkjʊlər/,audio/circular/en1015668.mp3,train,ˈsɜːrkjʊlər
3364,kings,/ˈkɪŋ/,audio/kings/en049048.mp3,train,ˈkɪŋ
3365,wireless,/ˈwaɪərləs/,audio/wireless/en098611.mp3,train,ˈwaɪərləs
3366,colleges,/ˈkɒlɪdʒ/,audio/colleges/en016682.mp3,train,ˈkɒlɪdʒ
3367,renewal,/rɪˈnjuːəl/,audio/renewal/en071825.mp3,train,rɪˈnjuːəl
3368,confidential,/ˌkɒnfɪˈdɛnʃəl/,audio/confidential/en1018380.mp3,train,ˌkɒnfɪˈdɛnʃəl
3369,rebound,/rɪˈbaʊnd/,audio/rebound/en070126.mp3,train,rɪˈbaʊnd
3370,even,/ˈiːvən/,audio/even/en031027.mp3,train,ˈiːvən
3371,policy,/ˈpɒlɪsi/,audio/policy/en065124.mp3,train,ˈpɒlɪsi
3372,rental,/ˈrɛntəl/,audio/rental/en071866.mp3,train,ˈrɛntəl
3373,especially,/ɪˈspɛʃəli/,audio/especially/en030750.mp3,train,ɪˈspɛʃəli
3374,judges,/ˈdʒʌdʒ/,audio/judges/en048438.mp3,train,ˈdʒʌdʒ
3375,reasons,/ˈriːzən/,audio/reasons/en070016.mp3,train,ˈriːzən
3376,americans,/əˈmɛrɪkən/,audio/americans/en003033.mp3,train,əˈmɛrɪkən
3377,inventory,/ˈɪnvəntəri/,audio/inventory/en047413.mp3,train,ˈɪnvəntəri
3378,liquid,/ˈlɪkwɪd/,audio/liquid/en051578.mp3,train,ˈlɪkwɪd
3379,isolated,/ˈaɪsəleɪtɪd/,audio/isolated/en047655.mp3,train,ˈaɪsəleɪtɪd
3380,byte,/ˈbaɪt/,audio/byte/en1012365.mp3,train,ˈbaɪt
3381,insight,/ˈɪnsaɪt/,audio/insight/en046628.mp3,train,ˈɪnsaɪt
3382,vitamin,/ˈvɪtəmɪn/,audio/vitamin/en1097207.mp3,train,ˈvɪtəmɪn
3383,focal,/ˈfəʊkəl/,audio/focal/en1034469.mp3,train,ˈfəʊkəl
3384,blog,/ˈblɒg/,audio/blog/en008864.mp3,train,ˈblɒg
3385,destination,/ˌdɛstɪˈneɪʃən/,audio/destination/en024283.mp3,train,ˌdɛstɪˈneɪʃən
3386,unlimited,/ʌnˈlɪmɪtɪd/,audio/unlimited/en1094441.mp3,train,ʌnˈlɪmɪtɪd
3387,flight,/ˈflaɪt/,audio/flight/en034908.mp3,train,ˈflaɪt
3388,limit,/ˈlɪmɪt/,audio/limit/en051379.mp3,train,ˈlɪmɪt
3389,convenient,/kənˈviːniənt/,audio/convenient/en019231.mp3,train,kənˈviːniənt
3390,plasma,/ˈplæzmə/,audio/plasma/en1065977.mp3,train,ˈplæzmə
3391,fell,/ˈfɛl/,audio/fell/en033428.mp3,train,ˈfɛl
3392,worldwide,/ˌwɜːrldˈwaɪd/,audio/worldwide/en099206.mp3,train,ˌwɜːrldˈwaɪd
3393,ira,/ˌaɪɑːrˈeɪ/,audio/ira/en1048250.mp3,train,ˌaɪɑːrˈeɪ
3394,calcium,/ˈkælsɪəm/,audio/calcium/en1012554.mp3,train,ˈkælsɪəm
3395,strengthen,/ˈstrɛŋθən/,audio/strengthen/en084986.mp3,train,ˈstrɛŋθən
3396,iron,/ˈaɪərn/,audio/iron/en047570.mp3,train,ˈaɪərn
3397,inflation,/ɪnˈfleɪʃən/,audio/inflation/en1046199.mp3,train,ɪnˈfleɪʃən
3398,variety,/vəˈraɪəti/,audio/variety/en095168.mp3,train,vəˈraɪəti
3399,dies,/ˈdaɪ/,audio/dies/en024837.mp3,train,ˈdaɪ
3400,route,/ˈraʊt/,audio/route/en074138.mp3,train,ˈraʊt
3401,sphere,/ˈsfɪər/,audio/sphere/en082351.mp3,train,ˈsfɪər
3402,sewing,/ˈsəʊɪŋ/,audio/sewing/en077375.mp3,train,ˈsəʊɪŋ
3403,settled,/ˈsɛtəld/,audio/settled/en077215.mp3,train,ˈsɛtəld
3404,place,/ˈpleɪs/,audio/place/en064265.mp3,train,ˈpleɪs
3405,religions,/rɪˈlɪdʒən/,audio/religions/en071453.mp3,train,rɪˈlɪdʒən
3406,comic,/ˈkɒmɪk/,audio/comic/en017049.mp3,train,ˈkɒmɪk
3407,chaos,/ˈkeɪɒs/,audio/chaos/en014025.mp3,train,ˈkeɪɒs
3408,parking,/ˈpɑːrkɪŋ/,audio/parking/en061951.mp3,train,ˈpɑːrkɪŋ
3409,normal,/ˈnɔːrməl/,audio/normal/en058551.mp3,train,ˈnɔːrməl
3410,solar,/ˈsəʊlər/,audio/solar/en081280.mp3,train,ˈsəʊlər
3411,punishment,/ˈpʌnɪʃmənt/,audio/punishment/en068259.mp3,train,ˈpʌnɪʃmənt
3412,portraits,/ˈpɔːrtrɪt/,audio/portraits/en065543.mp3,train,ˈpɔːrtrɪt
3413,whose,/ˈhuːz/,audio/whose/en098097.mp3,train,ˈhuːz
3414,occurrence,/əˈkʌrəns/,audio/occurrence/en059389.mp3,train,əˈkʌrəns
3415,reverse,/rɪˈvɜːrs/,audio/reverse/en073047.mp3,train,rɪˈvɜːrs
3416,differently,/ˈdɪfrəntli/,audio/differently/en1024564.mp3,train,ˈdɪfrəntli
3417,herbs,/ˈhɜːrb/,audio/herbs/en042827.mp3,train,ˈhɜːrb
3418,worth,/wɜːθ/,audio/worth/en099310.mp3,train,wɜːθ
3419,resolutions,/ˌrɛzəˈluːʃən/,audio/resolutions/en072437.mp3,train,ˌrɛzəˈluːʃən
3420,immune,/ɪˈmjuːn/,audio/immune/en045228.mp3,train,ɪˈmjuːn
3421,jews,/ˈdʒuː/,audio/jews/en048139.mp3,train,ˈdʒuː
3422,printed,/ˈprɪntɪd/,audio/printed/en066795.mp3,train,ˈprɪntɪd
3423,count,/ˈkaʊnt/,audio/count/en020010.mp3,train,ˈkaʊnt
3424,speeds,/ˈspiːd/,audio/speeds/en082285.mp3,train,ˈspiːd
3425,red,/ˈrɛd/,audio/red/en070562.mp3,train,ˈrɛd
3426,infectious,/ɪnˈfɛkʃəs/,audio/infectious/en1046052.mp3,train,ɪnˈfɛkʃəs
3427,offices,/ˈɒfɪs/,audio/offices/en059530.mp3,train,ˈɒfɪs
3428,survive,/sərˈvaɪv/,audio/survive/en086875.mp3,train,sərˈvaɪv
3429,failing,/ˈfeɪlɪŋ/,audio/failing/en032490.mp3,train,ˈfeɪlɪŋ
3430,australia,/ɒˈstreɪliə/,audio/australia/en005451.mp3,train,ɒˈstreɪliə
3431,lawn,/ˈlɔːn/,audio/lawn/en049990.mp3,train,ˈlɔːn
3432,excuse,/ɪkˈskjuːs/,audio/excuse/en031504.mp3,train,ɪkˈskjuːs
3433,eden,/ˈiːdən/,audio/eden/en1028350.mp3,train,ˈiːdən
3434,slots,/ˈslɒt/,audio/slots/en080180.mp3,train,ˈslɒt
3435,porter,/ˈpɔːtə/,audio/porter/en065514.mp3,train,ˈpɔːtə
3436,housing,/ˈhaʊzɪŋ/,audio/housing/en044291.mp3,train,ˈhaʊzɪŋ
3437,yards,/'jɑːd/,audio/yards/en099752.mp3,train,'jɑːd
3438,distinct,/dɪˈstɪŋkt/,audio/distinct/en026105.mp3,train,dɪˈstɪŋkt
3439,ink,/ˈɪŋk/,audio/ink/en046420.mp3,train,ˈɪŋk
3440,boards,/ˈbɔːrd/,audio/boards/en009155.mp3,train,ˈbɔːrd
3441,solely,/ˈsəʊlli/,audio/solely/en081311.mp3,train,ˈsəʊlli
3442,evaluate,/ɪˈvæljueɪt/,audio/evaluate/en030983.mp3,train,ɪˈvæljueɪt
3443,careers,/kəˈrɪər/,audio/careers/en012927.mp3,train,kəˈrɪər
3444,obesity,/əʊˈbiːsəti/,audio/obesity/en1060193.mp3,train,əʊˈbiːsəti
3445,quiet,/ˈkwaɪət/,audio/quiet/en068874.mp3,train,ˈkwaɪət
3446,ray,/reɪ/,audio/ray/en069768.mp3,train,reɪ
3447,canyon,/ˈkænjən/,audio/canyon/en012722.mp3,train,ˈkænjən
3448,improve,/ɪmˈpruːv/,audio/improve/en045514.mp3,train,ɪmˈpruːv
3449,program,/ˈprəʊgræm/,audio/program/en067265.mp3,train,ˈprəʊgræm
3450,advertisement,/ədˈvɜːrtɪsmənt/,audio/advertisement/en001592.mp3,train,ədˈvɜːrtɪsmənt
3451,extensive,/ɪkˈstɛnsɪv/,audio/extensive/en032080.mp3,train,ɪkˈstɛnsɪv
3452,theme,/ˈθiːm/,audio/theme/en089244.mp3,train,ˈθiːm
3453,blow,/ˈbləʊ/,audio/blow/en008972.mp3,train,ˈbləʊ
3454,opera,/ˈɒpərə/,audio/opera/en059904.mp3,train,ˈɒpərə
3455,this,/ˈðɪs/,audio/this/en089570.mp3,train,ˈðɪs
3456,knock,/ˈnɒk/,audio/knock/en049268.mp3,train,ˈnɒk
3457,headset,/ˈhɛdsɛt/,audio/headset/en042219.mp3,train,ˈhɛdsɛt
3458,stone,/ˈstəʊn/,audio/stone/en084549.mp3,train,ˈstəʊn
3459,east,/ˈiːst/,audio/east/en028434.mp3,train,ˈiːst
3460,plane,/ˈpleɪn/,audio/plane/en064355.mp3,train,ˈpleɪn
3461,magnificent,/mægˈnɪfɪsənt/,audio/magnificent/en053109.mp3,train,mægˈnɪfɪsənt
3462,thoughts,/ˈθɔːt/,audio/thoughts/en089674.mp3,train,ˈθɔːt
3463,gays,/ˈɡeɪ/,audio/gays/en037887.mp3,train,ˈɡeɪ
3464,element,/ˈɛlɪmənt/,audio/element/en028992.mp3,train,ˈɛlɪmənt
3465,explore,/ɪkˈsplɔːr/,audio/explore/en031978.mp3,train,ɪkˈsplɔːr
3466,username,/ˈjuːzəˌneɪm/,audio/username/en094787.mp3,train,ˈjuːzəˌneɪm
3467,notifications,/ˌnəʊtɪfɪˈkeɪʃən/,audio/notifications/en1059869.mp3,train,ˌnəʊtɪfɪˈkeɪʃən
3468,buddy,/ˈbʌdi/,audio/buddy/en011346.mp3,train,ˈbʌdi
3469,repeat,/rɪˈpiːt/,audio/repeat/en071910.mp3,train,rɪˈpiːt
3470,please,/ˈpliːz/,audio/please/en064593.mp3,train,ˈpliːz
3471,accounting,/əˈkaʊntɪŋ/,audio/accounting/en000647.mp3,train,əˈkaʊntɪŋ
3472,cord,/ˈkɔːrd/,audio/cord/en019585.mp3,train,ˈkɔːrd
3473,molecules,/ˈmɒlɪkjuːl/,audio/molecules/en1057156.mp3,train,ˈmɒlɪkjuːl
3474,fonts,/ˈfɒnt/,audio/fonts/en035558.mp3,train,ˈfɒnt
3475,primarily,/ˈpraɪmərəli/,audio/primarily/en066705.mp3,train,ˈpraɪmərəli
3476,says,/ˈseɪ/,audio/says/en075387.mp3,train,ˈseɪ
3477,suppose,/səˈpəʊz/,audio/suppose/en086567.mp3,train,səˈpəʊz
3478,briefing,/ˈbriːfɪŋ/,audio/briefing/en010665.mp3,train,ˈbriːfɪŋ
3479,beat,/ˈbiːt/,audio/beat/en007149.mp3,train,ˈbiːt
3480,collaborative,/kəˈlæbərətɪv/,audio/collaborative/en1016948.mp3,train,kəˈlæbərətɪv
3481,tier,/ˈtɪər/,audio/tier/en090272.mp3,train,ˈtɪər
3482,blood,/ˈblʌd/,audio/blood/en008905.mp3,train,ˈblʌd
3483,proceed,/prəˈsiːd/,audio/proceed/en067012.mp3,train,prəˈsiːd
3484,surname,/ˈsɜːrneɪm/,audio/surname/en086719.mp3,train,ˈsɜːrneɪm
3485,loops,/ˈluːp/,audio/loops/en052355.mp3,train,ˈluːp
3486,ozone,/əʊˈzəʊn/,audio/ozone/en1062324.mp3,train,əʊˈzəʊn
3487,euros,/ˈjʊərəʊ/,audio/euros/en1030723.mp3,train,ˈjʊərəʊ
3488,french,/ˈfrɛntʃ/,audio/french/en036702.mp3,train,ˈfrɛntʃ
3489,unwrap,/ʌnˈræp/,audio/unwrap/en1095404.mp3,train,ʌnˈræp
3490,somehow,/ˈsʌmhaʊ/,audio/somehow/en081427.mp3,train,ˈsʌmhaʊ
3491,depth,/ˈdɛpθ/,audio/depth/en023987.mp3,train,ˈdɛpθ
3492,tools,/ˈtuːl/,audio/tools/en090868.mp3,train,ˈtuːl
3493,simply,/ˈsɪmpli/,audio/simply/en079085.mp3,train,ˈsɪmpli
3494,swiss,/ˈswɪs/,audio/swiss/en087426.mp3,train,ˈswɪs
3495,films,/ˈfɪlm/,audio/films/en033988.mp3,train,ˈfɪlm
3496,record,/ˈrɛkɔːrd/,audio/record/en070416.mp3,train,ˈrɛkɔːrd
3497,vacations,/vəˈkeɪʃən/,audio/vacations/en094925.mp3,train,vəˈkeɪʃən
3498,emperor,/ˈɛmpərər/,audio/emperor/en1029205.mp3,train,ˈɛmpərər
3499,beaver,/ˈbiːvər/,audio/beaver/en007210.mp3,train,ˈbiːvər
3500,gun,/ˈgʌn/,audio/gun/en040844.mp3,train,ˈgʌn
3501,craft,/ˈkrɑːft/,audio/craft/en020474.mp3,train,ˈkrɑːft
3502,breach,/ˈbriːtʃ/,audio/breach/en010263.mp3,train,ˈbriːtʃ
3503,vaccine,/ˈvæksiːn/,audio/vaccine/en094944.mp3,train,ˈvæksiːn
3504,rubber,/ˈrʌbər/,audio/rubber/en074245.mp3,train,ˈrʌbər
3505,cent,/ˈsɛnt/,audio/cent/en013709.mp3,train,ˈsɛnt
3506,virtual,/ˈvɜːrtʃuəl/,audio/virtual/en1097069.mp3,train,ˈvɜːrtʃuəl
3507,sterling,/ˈstɜːlɪŋ/,audio/sterling/en084192.mp3,train,ˈstɜːlɪŋ
3508,basement,/ˈbeɪsmənt/,audio/basement/en006765.mp3,train,ˈbeɪsmənt
3509,gore,/'ɡɔː/,audio/gore/en039359.mp3,train,'ɡɔː
3510,arc,/ˌeɪɑːˈsiː/,audio/arc/en1005075.mp3,train,ˌeɪɑːˈsiː
3511,series,/ˈsɪəriːz/,audio/series/en077005.mp3,train,ˈsɪəriːz
3512,flu,/ˈfluː/,audio/flu/en035150.mp3,train,ˈfluː
3513,comfortable,/ˈkʌmfərtəbəl/,audio/comfortable/en017023.mp3,train,ˈkʌmfərtəbəl
3514,internship,/ˈɪntɜːrnʃɪp/,audio/internship/en047188.mp3,train,ˈɪntɜːrnʃɪp
3515,hat,/ˈhæt/,audio/hat/en041928.mp3,train,ˈhæt
3516,gotten,/ˈgɒtən/,audio/gotten/en1038480.mp3,train,ˈgɒtən
3517,sub,/ˈsʌb/,audio/sub/en1085774.mp3,train,ˈsʌb
3518,walking,/ˈwɔːkɪŋ/,audio/walking/en096334.mp3,train,ˈwɔːkɪŋ
3519,folder,/ˈfəʊldər/,audio/folder/en035425.mp3,train,ˈfəʊldər
3520,mary,/ˈmɛərɪ/,audio/mary/en1054637.mp3,train,ˈmɛərɪ
3521,lamp,/ˈlæmp/,audio/lamp/en049551.mp3,train,ˈlæmp
3522,conversation,/ˌkɒnvərˈseɪʃən/,audio/conversation/en019264.mp3,train,ˌkɒnvərˈseɪʃən
3523,tongue,/ˈtʌŋ/,audio/tongue/en090829.mp3,train,ˈtʌŋ
3524,authentication,/ɔːˌθɛntɪˈkeɪʃən/,audio/authentication/en1006446.mp3,train,ɔːˌθɛntɪˈkeɪʃən
3525,near,/ˈnɪər/,audio/near/en057744.mp3,train,ˈnɪər
3526,opinions,/əˈpɪnjən/,audio/opinions/en059965.mp3,train,əˈpɪnjən
3527,floating,/ˈfləʊtɪŋ/,audio/floating/en034994.mp3,train,ˈfləʊtɪŋ
3528,customer,/ˈkʌstəmər/,audio/customer/en021927.mp3,train,ˈkʌstəmər
3529,ordinary,/ˈɔːrdənəri/,audio/ordinary/en060169.mp3,train,ˈɔːrdənəri
3530,composed,/kəmˈpəʊzd/,audio/composed/en017706.mp3,train,kəmˈpəʊzd
3531,frost,/ˈfrɒst/,audio/frost/en036978.mp3,train,ˈfrɒst
3532,enzyme,/ˈɛnzaɪm/,audio/enzyme/en1030000.mp3,train,ˈɛnzaɪm
3533,pair,/ˈpɛər/,audio/pair/en061589.mp3,train,ˈpɛər
3534,golf,/ˈgɒlf/,audio/golf/en039232.mp3,train,ˈgɒlf
3535,chosen,/ˈtʃəʊˈzɛn/,audio/chosen/en015029.mp3,train,ˈtʃəʊˈzɛn
3536,script,/ˈskrɪpt/,audio/script/en076133.mp3,train,ˈskrɪpt
3537,distinction,/dɪˈstɪŋkʃən/,audio/distinction/en026117.mp3,train,dɪˈstɪŋkʃən
3538,pressing,/ˈprɛsɪŋ/,audio/pressing/en066479.mp3,train,ˈprɛsɪŋ
3539,confused,/kənˈfjuːzd/,audio/confused/en018284.mp3,train,kənˈfjuːzd
3540,could,/ˈkʊd/,audio/could/en019963.mp3,train,ˈkʊd
3541,pressure,/ˈprɛʃər/,audio/pressure/en066486.mp3,train,ˈprɛʃər
3542,lovers,/ˈlʌvər/,audio/lovers/en052628.mp3,train,ˈlʌvər
3543,wow,/ˈwaʊ/,audio/wow/en099396.mp3,train,ˈwaʊ
3544,tuesday,/ˈtjuːzdeɪ/,audio/tuesday/en092495.mp3,train,ˈtjuːzdeɪ
3545,portion,/ˈpɔːrʃən/,audio/portion/en065539.mp3,train,ˈpɔːrʃən
3546,analyze,/ˈænəlaɪz/,audio/analyze/en003173.mp3,train,ˈænəlaɪz
3547,undo,/ˌʌnˈduː/,audio/undo/en093665.mp3,train,ˌʌnˈduː
3548,suites,/ˈswiːt/,audio/suites/en086116.mp3,train,ˈswiːt
3549,suffer,/ˈsʌfər/,audio/suffer/en085978.mp3,train,ˈsʌfər
3550,pierce,/ˈpɪərs/,audio/pierce/en063860.mp3,train,ˈpɪərs
3551,clinic,/ˈklɪnɪk/,audio/clinic/en015834.mp3,train,ˈklɪnɪk
3552,reproduce,/ˌriːprəˈdjuːs/,audio/reproduce/en1073483.mp3,train,ˌriːprəˈdjuːs
3553,pet,/ˈpɛt/,audio/pet/en063473.mp3,train,ˈpɛt
3554,quarterly,/ˈkwɔːrtərli/,audio/quarterly/en068723.mp3,train,ˈkwɔːrtərli
3555,academy,/əˈkædəmi/,audio/academy/en000380.mp3,train,əˈkædəmi
3556,thumbs,/ˈθʌm/,audio/thumbs/en090072.mp3,train,ˈθʌm
3557,detailed,/ˈdiːteɪld/,audio/detailed/en024368.mp3,train,ˈdiːteɪld
3558,picked,/pɪkt/,audio/picked/en063733.mp3,train,pɪkt
3559,stated,/ˈsteɪtɪd/,audio/stated/en083843.mp3,train,ˈsteɪtɪd
3560,builders,/ˈbɪldər/,audio/builders/en011458.mp3,train,ˈbɪldər
3561,flows,/ˈfləʊ/,audio/flows/en035111.mp3,train,ˈfləʊ
3562,removal,/rɪˈmuːvəl/,audio/removal/en071726.mp3,train,rɪˈmuːvəl
3563,advantage,/ədˈvɑːntɪdʒ/,audio/advantage/en001514.mp3,train,ədˈvɑːntɪdʒ
3564,married,/ˈmærid/,audio/married/en053899.mp3,train,ˈmærid
3565,developed,/dɪˈvɛləpt/,audio/developed/en024507.mp3,train,dɪˈvɛləpt
3566,generic,/dʒɪˈnɛrɪk/,audio/generic/en038021.mp3,train,dʒɪˈnɛrɪk
3567,options,/ˈɒpʃən/,audio/options/en060061.mp3,train,ˈɒpʃən
3568,trustee,/trʌˈstiː/,audio/trustee/en092367.mp3,train,trʌˈstiː
3569,breast,/ˈbrɛst/,audio/breast/en010458.mp3,train,ˈbrɛst
3570,foul,/ˈfaʊl/,audio/foul/en036329.mp3,train,ˈfaʊl
